Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,TOV%,ORB%,FT/FGA,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
DET,47,2020-01-25,,BRK,L,111,121,108.3,118.1,92.8,6.7,24.1,0.115,43,104,0.413,13,35,0.371,12,18,0.667,14,52,20,5,3,8,25
DET,48,2020-01-27,,CLE,L,100,115,101.4,116.6,98.6,15.7,20.9,0.143,38,84,0.452,12,35,0.343,12,17,0.706,9,37,18,8,7,17,20
DET,49,2020-01-29,@,BRK,L,115,125,116.9,127,98.4,14.4,23.7,0.253,42,83,0.506,10,26,0.385,21,28,0.75,9,41,25,6,5,16,20
DET,50,2020-01-31,,TOR,L,92,105,97.7,111.5,94.2,13.8,27.1,0.316,28,79,0.354,11,36,0.306,25,34,0.735,13,45,18,5,6,15,12
DET,51,2020-02-02,,DEN,W,128,123,127.7,122.7,90.8,9.5,25,0.191,48,94,0.511,14,31,0.452,18,24,0.75,11,43,33,4,2,11,22
DET,52,2020-02-03,@,MEM,L,82,96,84.9,99.3,96.6,12.1,28.6,0.061,34,98,0.347,8,26,0.308,6,9,0.667,16,51,21,6,2,14,13
DET,53,2020-02-05,,PHO,W,116,108,128,119.2,90.6,5.6,31.8,0.126,46,95,0.484,12,28,0.429,12,16,0.75,14,42,31,9,2,6,15
DET,54,2020-02-07,@,OKC,L,101,108,114,121.9,88.6,8.5,29.8,0.157,38,89,0.427,11,38,0.289,14,19,0.737,14,37,19,7,1,9,23
DET,55,2020-02-08,,NYK,L,92,95,105,108.4,87.6,17.4,8.8,0.159,34,69,0.493,13,29,0.448,11,16,0.688,3,28,21,5,7,16,19
DET,56,2020-02-10,,CHO,L,76,87,87.3,100,87,19.3,37.3,0.134,29,82,0.354,7,35,0.2,11,13,0.846,19,52,21,4,5,21,18
DET,57,2020-02-12,@,ORL,L,112,116,105.8,109.6,95.8,16.9,19.6,0.152,40,92,0.435,18,45,0.4,14,15,0.933,9,47,28,5,7,20,20
DET,58,2020-02-20,,MIL,L,106,126,103.5,123.1,102.4,18.9,17.5,0.157,40,83,0.482,13,37,0.351,13,16,0.813,7,46,25,3,5,21,23
DET,59,2020-02-23,@,POR,L,104,107,113.5,116.7,91.7,10.4,25.6,0.221,37,86,0.43,11,35,0.314,19,20,0.95,11,44,18,7,5,11,17
DET,60,2020-02-25,@,DEN,L,98,115,106.6,125.1,92,15.1,27.3,0.21,33,81,0.407,15,41,0.366,17,21,0.81,12,33,24,8,2,16,26
DET,61,2020-02-28,@,PHO,W,113,111,119.8,117.7,94.3,9.3,23.3,0.133,44,90,0.489,13,32,0.406,12,16,0.75,10,31,27,14,3,10,19
DET,62,2020-03-01,@,SAC,L,100,106,106.7,113.1,93.8,13.4,17.1,0.2,33,80,0.413,18,42,0.429,16,24,0.667,7,42,23,6,4,14,25
DET,63,2020-03-04,,OKC,L,107,114,111.7,119,95.8,15.5,22.5,0.105,40,86,0.465,18,43,0.419,9,15,0.6,9,36,27,8,5,17,21
DET,64,2020-03-07,,UTA,L,105,111,115.8,122.4,90.7,10.3,24.4,0.186,40,86,0.465,9,30,0.3,16,22,0.727,10,38,24,4,2,11,23
DET,65,2020-03-08,@,NYK,L,84,96,93.6,106.9,89.8,10.9,11.6,0.188,29,80,0.363,11,38,0.289,15,22,0.682,5,35,21,8,2,11,19
DET,66,2020-03-11,@,PHI,L,106,124,111.9,130.9,94.7,7.8,14,0.202,39,84,0.464,11,35,0.314,17,25,0.68,6,32,25,10,3,8,24
GST,1,2019-10-24,,LAC,L,122,141,115.7,133.7,105.5,10.4,29.4,0.293,39,99,0.394,15,42,0.357,29,30,0.967,15,42,27,7,0,13,21
GST,2,2019-10-27,@,OKC,L,92,120,89.7,117,102.6,11.7,22.2,0.293,30,92,0.326,5,33,0.152,27,31,0.871,12,39,17,13,2,14,15
GST,3,2019-10-28,@,NOP,W,134,123,119.5,109.7,112.1,13.6,38.8,0.173,51,104,0.49,14,35,0.4,18,24,0.75,19,61,37,8,2,18,22
GST,4,2019-10-30,,PHO,L,110,121,104.2,114.6,105.6,15.5,17.9,0.366,36,82,0.439,8,28,0.286,30,36,0.833,7,43,24,8,6,18,22
GST,5,2019-11-01,,SAS,L,110,127,113.4,130.9,97,10.6,16.3,0.226,39,84,0.464,13,28,0.464,19,21,0.905,7,39,25,4,2,11,22
GST,6,2019-11-02,,CHO,L,87,93,94.7,101.2,91.9,17.9,13.5,0.13,34,77,0.442,9,28,0.321,10,13,0.769,5,40,23,5,5,18,22
GST,7,2019-11-04,,POR,W,127,118,128,118.9,99.2,8.9,22.2,0.384,42,86,0.488,10,26,0.385,33,36,0.917,8,47,28,4,4,10,17
GST,8,2019-11-06,@,HOU,L,112,129,110.2,127,101.6,8.5,29.1,0.24,38,96,0.396,13,33,0.394,23,28,0.821,16,51,22,7,1,10,12
GST,9,2019-11-08,@,MIN,L,119,125,102.1,107.3,105.5,15,25,0.223,43,103,0.417,10,35,0.286,23,24,0.958,13,49,18,12,9,20,26
GST,10,2019-11-09,@,OKC,L,108,114,110.1,116.2,98.1,14,14.6,0.2,42,85,0.494,7,22,0.318,17,17,1,6,34,22,9,6,15,18
GST,11,2019-11-11,,UTA,L,108,122,107.5,121.4,100.5,9.1,17.4,0.085,45,94,0.479,10,31,0.323,8,14,0.571,8,44,23,8,2,10,24
GST,12,2019-11-13,@,LAL,L,94,120,93.8,119.8,100.2,15,20.8,0.146,36,89,0.404,9,35,0.257,13,17,0.765,10,33,29,8,7,17,14
GST,13,2019-11-15,,BOS,L,100,105,97.9,102.8,102.1,16.4,25,0.329,34,82,0.415,5,28,0.179,27,34,0.794,12,55,17,8,4,19,19
GST,14,2019-11-17,@,NOP,L,100,108,102.4,110.6,97.6,9,19.6,0.209,37,91,0.407,7,25,0.28,19,23,0.826,9,43,23,7,3,10,19
GST,15,2019-11-19,@,MEM,W,114,95,114.8,95.7,99.3,12.3,26.8,0.211,43,90,0.478,9,29,0.31,19,22,0.864,11,51,33,5,10,14,24
GST,16,2019-11-20,@,DAL,L,94,142,94.6,142.9,99.3,8.2,17.6,0.178,35,90,0.389,8,27,0.296,16,25,0.64,9,34,18,7,5,9,16
GST,17,2019-11-22,@,UTA,L,109,113,109.6,113.6,99.4,7.5,13,0.117,43,94,0.457,12,28,0.429,11,12,0.917,6,37,28,11,3,8,18
GST,18,2019-11-25,,OKC,L,97,100,102.3,105.5,94.8,11.1,20.9,0.157,37,89,0.416,9,20,0.45,14,16,0.875,9,41,27,10,7,12,17
GST,19,2019-11-27,,CHI,W,104,90,106.8,92.5,97.3,17.8,31.7,0.235,37,81,0.457,11,29,0.379,19,26,0.731,13,54,31,12,9,20,17
GST,20,2019-11-29,@,MIA,L,105,122,108.7,126.3,96.6,8.7,11.4,0.455,30,77,0.39,10,28,0.357,35,40,0.875,5,31,19,4,3,9,23
GST,21,2019-12-01,@,ORL,L,96,100,103.4,107.7,92.9,9,29.4,0.198,36,91,0.396,6,23,0.261,18,23,0.783,15,46,21,6,5,10,17
GST,22,2019-12-02,@,ATL,L,79,104,85.9,113.1,92,20.7,40,0.12,33,83,0.398,3,17,0.176,10,12,0.833,18,46,17,11,8,23,20
GST,23,2019-12-04,@,CHO,L,91,106,99.4,115.8,91.6,15.9,15.4,0.128,36,78,0.462,9,23,0.391,10,15,0.667,6,37,18,7,3,16,12
GST,24,2019-12-06,@,CHI,W,100,98,108.6,106.4,92.1,19.1,18.2,0.211,38,71,0.535,9,24,0.375,15,22,0.682,6,39,24,9,4,19,19
GST,25,2019-12-09,,MEM,L,102,110,96.5,104,105.7,12.6,19.6,0.226,35,93,0.376,11,27,0.407,21,25,0.84,10,46,23,10,6,15,21
GST,26,2019-12-11,,NYK,L,122,124,112.4,114.2,98.3,6.4,23.3,0.212,45,104,0.433,10,37,0.27,22,30,0.733,14,46,27,10,6,8,25
GST,27,2019-12-13,@,UTA,L,106,114,109.5,117.8,96.8,10.6,28,0.165,41,91,0.451,9,29,0.31,15,22,0.682,14,48,19,9,7,12,26
GST,28,2019-12-15,,SAC,L,79,100,84.8,107.3,93.2,19.2,17.1,0.171,30,76,0.395,6,25,0.24,13,18,0.722,7,25,24,14,1,20,17
GST,29,2019-12-18,@,POR,L,112,122,110.5,120.4,101.4,6.6,28.3,0.136,41,103,0.398,16,38,0.421,14,23,0.609,17,50,24,7,7,8,23
GST,30,2019-12-20,,NOP,W,106,102,104.4,100.5,101.5,15.3,22.2,0.289,36,83,0.434,10,33,0.303,24,25,0.96,10,47,25,10,4,17,24
GST,31,2019-12-23,,MIN,W,113,104,109,100.3,103.6,15.9,29.5,0.287,38,87,0.437,12,30,0.4,25,30,0.833,13,55,27,11,6,19,27
GST,32,2019-12-25,,HOU,W,116,104,113.6,101.8,102.1,13.9,23.9,0.287,41,87,0.471,9,28,0.321,25,28,0.893,11,54,27,7,8,16,18
GST,33,2019-12-27,,PHO,W,105,96,106,96.9,99.1,8.8,22.4,0.217,38,92,0.413,9,27,0.333,20,25,0.8,11,41,22,10,5,10,17
GST,34,2019-12-28,,DAL,L,121,141,117.4,136.9,103,11.5,19.6,0.14,45,93,0.484,18,39,0.462,13,17,0.765,9,42,28,4,3,13,19
GST,35,2019-12-31,@,SAS,L,113,117,111.7,115.7,91.6,7.1,17.3,0.135,44,96,0.458,12,27,0.444,13,18,0.722,9,44,31,5,6,8,14
GST,36,2020-01-02,@,MIN,L,84,99,89.5,105.4,93.9,15.6,16.7,0.195,33,77,0.429,3,20,0.15,15,21,0.714,7,43,20,9,1,16,20
GST,37,2020-01-04,,DET,L,104,111,105.3,112.4,98.8,12.7,22.9,0.329,33,82,0.402,11,21,0.524,27,32,0.844,11,42,26,13,3,14,19
GST,38,2020-01-06,@,SAC,L,98,111,93.6,106,104.7,14.5,21.3,0.291,34,86,0.395,5,26,0.192,25,32,0.781,10,44,19,13,4,17,18
GST,39,2020-01-08,,MIL,L,98,107,96.7,105.5,101.4,15.8,22.2,0.195,33,87,0.379,15,38,0.395,17,20,0.85,12,52,29,7,4,18,30
GST,40,2020-01-10,@,LAC,L,100,109,98.1,107,101.9,8.5,22.4,0.188,37,96,0.385,8,39,0.205,18,25,0.72,13,46,28,9,1,10,22
GST,41,2020-01-12,@,MEM,L,102,122,94.9,113.6,107.4,17.9,22.2,0.163,35,92,0.38,17,34,0.5,15,21,0.714,12,47,23,11,6,22,18
GST,42,2020-01-14,,DAL,L,97,124,100.8,128.9,96.2,13.1,15.6,0.115,39,87,0.448,9,32,0.281,10,13,0.769,7,36,27,4,1,14,16
GST,43,2020-01-16,,DEN,L,131,134,115.6,118.3,102.6,14.2,19.6,0.284,42,95,0.442,20,45,0.444,27,31,0.871,10,42,36,12,6,18,20
GST,44,2020-01-18,,ORL,W,109,95,111.2,96.9,98,9.2,15.9,0.117,43,94,0.457,12,40,0.3,11,11,1,7,44,25,9,2,10,13
GST,45,2020-01-20,@,POR,L,124,129,111.9,116.4,100.3,6.7,31.1,0.164,48,116,0.414,9,36,0.25,19,22,0.864,19,60,30,7,5,9,25
GST,46,2020-01-22,,UTA,L,96,129,102.1,137.3,94,7.5,21.2,0.227,35,88,0.398,6,23,0.261,20,24,0.833,11,37,20,5,5,8,23
GST,47,2020-01-24,,IND,L,118,129,118.2,129.2,99.8,17.8,18.4,0.232,40,82,0.488,19,39,0.487,19,23,0.826,7,38,31,6,3,20,16
GST,48,2020-01-28,@,PHI,L,104,115,101.1,111.8,102.9,11.9,12.5,0.172,37,87,0.425,15,40,0.375,15,21,0.714,6,40,29,6,3,13,24
GST,49,2020-01-30,@,BOS,L,104,119,102.2,117,101.7,15.1,7.5,0.338,33,77,0.429,12,39,0.308,26,30,0.867,3,30,24,11,6,16,19
GST,50,2020-02-01,@,CLE,W,131,112,132.5,113.3,98.9,10.1,23.3,0.189,48,90,0.533,18,35,0.514,17,19,0.895,10,44,39,11,10,11,16
GST,51,2020-02-03,@,WAS,W,125,117,122.6,114.8,101.9,12.2,26.7,0.276,43,87,0.494,15,30,0.5,24,31,0.774,12,44,31,8,6,14,25
GST,52,2020-02-05,@,BRK,L,88,129,86.5,126.8,101.7,6.3,12.1,0.135,35,96,0.365,5,39,0.128,13,18,0.722,7,34,20,6,7,7,14
GST,53,2020-02-08,,LAL,L,120,125,112.3,117,106.9,15.4,18.6,0.169,46,89,0.517,13,32,0.406,15,23,0.652,8,33,31,15,6,18,27
GST,54,2020-02-10,,MIA,L,101,113,102.5,114.7,98.6,14,13.6,0.39,30,77,0.39,11,34,0.324,30,34,0.882,6,40,23,8,2,15,21
GST,55,2020-02-12,@,PHO,L,106,112,104.4,110.3,101.5,20.5,11.1,0.221,39,77,0.506,11,31,0.355,17,19,0.895,4,38,27,8,7,22,20
GST,56,2020-02-20,,HOU,L,105,135,105.8,136,99.3,18.2,31.7,0.112,44,89,0.494,7,33,0.212,10,12,0.833,13,40,26,11,7,21,16
GST,57,2020-02-23,,NOP,L,101,115,101.3,115.3,99.7,11.6,22.4,0.109,40,92,0.435,11,35,0.314,10,15,0.667,11,48,28,9,7,13,16
GST,58,2020-02-25,,SAC,L,94,112,95.8,114.1,98.1,15.2,11.6,0.253,35,79,0.443,4,28,0.143,20,24,0.833,5,34,21,7,2,16,25
GST,59,2020-02-27,,LAL,L,86,116,82.1,110.7,104.8,23.6,12.2,0.113,34,80,0.425,9,32,0.281,9,10,0.9,5,37,27,7,3,26,27
GST,60,2020-02-29,@,PHO,W,115,99,116.6,100.4,98.6,9,28.9,0.276,41,87,0.471,9,30,0.3,24,32,0.75,13,49,30,9,6,10,21
GST,61,2020-03-01,,WAS,L,110,124,109.8,123.8,100.2,17.4,38.3,0.191,42,89,0.472,9,28,0.321,17,24,0.708,18,52,25,7,7,21,24
GST,62,2020-03-03,@,DEN,W,116,100,122.9,105.9,94.4,10.7,12.8,0.171,42,82,0.512,18,41,0.439,14,22,0.636,5,35,31,8,3,11,23
GST,63,2020-03-05,,TOR,L,113,121,107.8,115.5,104.8,12.1,28,0.194,40,98,0.408,14,52,0.269,19,25,0.76,14,52,34,4,5,15,23
GST,64,2020-03-07,,PHI,W,118,114,129.9,125.5,90.9,7,18.9,0.263,44,80,0.55,9,25,0.36,21,28,0.75,7,35,30,4,2,7,19
GST,65,2020-03-10,,LAC,L,107,131,112,137.2,95.5,9,10,0.278,37,79,0.468,11,38,0.289,22,27,0.815,4,35,25,3,0,9,17
HOU,1,2019-10-24,,MIL,L,111,117,101.1,106.5,109.8,11.6,17.5,0.322,33,90,0.367,16,48,0.333,29,39,0.744,10,57,25,6,6,14,25
HOU,2,2019-10-26,,NOP,W,126,123,111.9,109.3,112.6,15.1,21.4,0.287,43,94,0.457,13,45,0.289,27,30,0.9,9,45,27,7,4,19,22
HOU,3,2019-10-28,,OKC,W,116,112,114,110,101.8,11.8,20,0.311,39,90,0.433,10,44,0.227,28,33,0.848,9,40,21,6,6,14,24
HOU,4,2019-10-30,@,WAS,W,159,158,145,144.1,109.7,10,39.6,0.252,55,103,0.534,23,54,0.426,26,33,0.788,19,44,34,10,5,13,24
HOU,5,2019-11-01,@,BRK,L,116,123,107.2,113.7,108.2,9.8,16.7,0.222,41,99,0.414,12,48,0.25,22,27,0.815,9,40,21,13,4,12,21
HOU,6,2019-11-03,@,MIA,L,100,129,92.6,119.5,107.9,19.2,8.9,0.304,31,79,0.392,14,48,0.292,24,31,0.774,4,38,19,6,5,22,24
HOU,7,2019-11-04,@,MEM,W,107,100,103.2,96.5,103.6,14.5,26.9,0.215,35,93,0.376,17,50,0.34,20,29,0.69,14,51,20,6,5,18,21
HOU,8,2019-11-06,,GSW,W,129,112,127,110.2,101.6,10.2,23.9,0.124,48,97,0.495,21,45,0.467,12,19,0.632,11,50,31,7,9,12,20
HOU,9,2019-11-09,@,CHI,W,117,94,109.3,87.8,107.1,18.8,20.5,0.241,39,83,0.47,19,44,0.432,20,28,0.714,9,55,18,12,7,22,21
HOU,10,2019-11-11,@,NOP,W,122,116,113.1,107.5,107.9,14.6,17.1,0.259,44,85,0.518,12,41,0.293,22,32,0.688,7,47,16,9,6,17,22
HOU,11,2019-11-13,,LAC,W,102,93,101.7,92.7,100.3,9.3,17.6,0.256,33,86,0.384,14,42,0.333,22,27,0.815,9,53,12,7,6,10,17
HOU,12,2019-11-15,,IND,W,111,102,113.9,104.6,97.5,7.3,22.7,0.281,36,89,0.404,14,46,0.304,25,29,0.862,10,44,12,11,3,8,23
HOU,13,2019-11-16,@,MIN,W,125,105,128.8,108.2,97.1,10.4,29.8,0.213,43,94,0.457,19,49,0.388,20,22,0.909,14,42,15,7,3,12,18
HOU,14,2019-11-18,,POR,W,132,108,122.6,100.3,107.7,12.6,34.7,0.21,47,100,0.47,17,45,0.378,21,26,0.808,17,58,24,9,10,16,21
HOU,15,2019-11-20,@,DEN,L,95,105,98.2,108.5,96.8,18.7,21.4,0.25,32,76,0.421,12,38,0.316,19,25,0.76,9,43,19,9,2,20,22
HOU,16,2019-11-22,@,LAC,L,119,122,114.4,117.3,104,13,22.9,0.31,39,84,0.464,15,43,0.349,26,38,0.684,11,43,22,11,2,15,27
HOU,17,2019-11-24,,DAL,L,123,137,113.9,126.9,107.9,9,30.6,0.235,45,98,0.459,10,44,0.227,23,31,0.742,15,54,26,5,2,11,26
HOU,18,2019-11-27,,MIA,W,117,108,116.5,107.5,100.5,13.3,21.4,0.313,38,83,0.458,15,44,0.341,26,33,0.788,9,43,19,11,2,15,22
HOU,19,2019-11-30,,ATL,W,158,111,154,108.2,102.6,12.6,38.2,0.326,52,89,0.584,25,51,0.49,29,34,0.853,13,52,30,9,2,15,23
HOU,20,2019-12-03,@,SAS,L,133,135,107.9,109.6,102,11.8,29,0.306,42,111,0.378,15,51,0.294,34,36,0.944,18,60,22,11,7,17,30
HOU,21,2019-12-05,@,TOR,W,119,109,116.2,106.4,102.4,17.1,37.7,0.173,40,98,0.408,22,55,0.4,17,19,0.895,20,54,29,11,2,22,24
HOU,22,2019-12-07,,PHO,W,115,109,107.2,101.6,107.3,12.6,20.8,0.242,41,91,0.451,11,40,0.275,22,30,0.733,10,51,21,10,7,15,28
HOU,23,2019-12-09,,SAC,L,118,119,120.7,121.7,97.8,16.8,28.2,0.226,41,84,0.488,17,50,0.34,19,23,0.826,11,51,25,4,6,19,20
HOU,24,2019-12-11,@,CLE,W,116,110,124.3,117.9,93.3,12.3,28.9,0.149,43,87,0.494,17,42,0.405,13,13,1,11,36,18,10,6,13,14
HOU,25,2019-12-13,@,ORL,W,130,107,144.7,119.1,89.8,8.9,22.6,0.14,48,86,0.558,22,39,0.564,12,13,0.923,7,42,21,5,7,9,20
HOU,26,2019-12-14,,DET,L,107,115,101.9,109.5,105,9.1,20,0.118,41,102,0.402,13,45,0.289,12,18,0.667,11,46,18,9,8,11,19
HOU,27,2019-12-16,,SAS,W,109,107,101.6,99.8,107.3,9.8,23.7,0.184,40,98,0.408,11,43,0.256,18,27,0.667,14,58,20,9,6,12,19
HOU,28,2019-12-19,@,LAC,W,122,117,117.3,112.5,104,15.4,24.4,0.256,43,86,0.5,14,37,0.378,22,29,0.759,10,43,23,9,4,18,20
HOU,29,2019-12-21,@,PHO,W,139,125,138.6,124.6,100.3,9.3,13.9,0.207,51,87,0.586,19,41,0.463,18,23,0.783,5,37,23,4,5,10,23
HOU,30,2019-12-23,@,SAC,W,113,104,112.4,103.4,100.5,10.2,13.6,0.23,39,87,0.448,15,39,0.385,20,23,0.87,6,39,18,10,3,11,22
HOU,31,2019-12-25,@,GSW,L,104,116,101.8,113.6,102.1,10.1,24.6,0.14,37,100,0.37,16,51,0.314,14,16,0.875,14,49,19,8,3,12,25
HOU,32,2019-12-28,,BRK,W,108,98,104.1,94.5,103.7,11.5,29.6,0.069,44,101,0.436,13,42,0.31,7,16,0.438,16,54,16,7,6,14,15
HOU,33,2019-12-29,@,NOP,L,112,127,113.5,128.8,98.6,15.9,20,0.16,42,81,0.519,15,39,0.385,13,20,0.65,8,41,29,5,3,17,16
HOU,34,2019-12-31,,DEN,W,130,104,131.1,104.9,99.1,13,34.2,0.253,46,87,0.529,16,34,0.471,22,31,0.71,13,43,20,6,7,15,17
HOU,35,2020-01-03,,PHI,W,118,108,116.6,106.7,101.2,9.9,19,0.279,41,86,0.477,12,32,0.375,24,32,0.75,8,46,22,6,3,11,24
HOU,36,2020-01-08,@,ATL,W,122,115,114.6,108,106.5,10.6,29.6,0.337,39,92,0.424,13,45,0.289,31,41,0.756,16,59,22,7,7,13,21
HOU,37,2020-01-09,@,OKC,L,92,113,93.5,114.9,98.4,12.8,15.7,0.146,34,89,0.382,11,40,0.275,13,14,0.929,8,39,16,4,3,14,21
HOU,38,2020-01-11,,MIN,W,139,109,123.9,97.2,112.2,14.3,27.9,0.242,49,95,0.516,18,45,0.4,23,29,0.793,12,58,29,9,6,18,24
HOU,39,2020-01-14,@,MEM,L,110,121,111.8,122.9,98.4,13.4,20.5,0.256,37,86,0.43,14,45,0.311,22,24,0.917,9,41,18,4,2,15,23
HOU,40,2020-01-15,,POR,L,107,117,104.9,114.7,102,10.2,20.7,0.156,38,96,0.396,16,49,0.327,15,23,0.652,12,50,24,4,4,12,22
HOU,41,2020-01-18,,LAL,L,115,124,106.5,114.9,108,16.3,24.4,0.256,40,90,0.444,12,37,0.324,23,29,0.793,11,46,20,8,4,20,26
HOU,42,2020-01-20,,OKC,L,107,112,102.3,107.1,104.5,9.5,18.4,0.124,43,97,0.443,9,45,0.2,12,17,0.706,9,43,21,6,7,11,23
HOU,43,2020-01-22,,DEN,W,121,105,123.7,107.4,97.8,14.4,40,0.27,42,89,0.472,13,29,0.448,24,28,0.857,18,53,26,10,7,17,16
HOU,44,2020-01-24,@,MIN,W,131,124,121.4,114.9,107.9,9.5,11.6,0.286,47,91,0.516,11,32,0.344,26,31,0.839,5,35,24,11,9,11,18
HOU,45,2020-01-26,@,DEN,L,110,117,110.8,117.8,99.3,13.8,32.6,0.216,40,88,0.455,11,33,0.333,19,27,0.704,15,44,19,6,7,16,21
HOU,46,2020-01-27,@,UTA,W,126,117,115.1,106.9,109.5,12.8,14.3,0.432,38,81,0.469,15,40,0.375,35,49,0.714,6,40,14,11,4,15,25
HOU,47,2020-01-29,@,POR,L,112,125,105.7,118,105.9,12.8,18.4,0.16,40,94,0.426,17,47,0.362,15,18,0.833,9,39,21,8,5,15,23
HOU,48,2020-01-31,,DAL,W,128,121,124.9,118.1,102.5,5.3,15.6,0.173,45,98,0.459,21,45,0.467,17,20,0.85,7,37,25,11,5,6,20
HOU,49,2020-02-02,,NOP,W,117,109,110.2,102.7,106.1,5.8,19,0.181,41,105,0.39,16,51,0.314,19,22,0.864,11,43,22,14,3,7,18
HOU,50,2020-02-04,,CHO,W,125,110,125.6,110.5,99.5,3.6,14.6,0.196,43,97,0.443,20,60,0.333,19,23,0.826,7,41,25,11,5,4,19
HOU,51,2020-02-06,@,LAL,W,121,111,117.7,108,102.8,14.7,15.8,0.188,43,85,0.506,19,42,0.452,16,18,0.889,6,37,20,8,4,16,22
HOU,52,2020-02-07,@,PHO,L,91,127,91.1,127.2,99.8,13.5,16.3,0.259,29,85,0.341,11,48,0.229,22,26,0.846,8,29,16,8,5,15,21
HOU,53,2020-02-09,,UTA,L,113,114,116.4,117.4,97.1,5.6,15.6,0.105,44,95,0.463,15,42,0.357,10,14,0.714,7,36,20,10,5,6,19
HOU,54,2020-02-11,,BOS,W,116,105,113.1,102.4,102.5,12.8,11.6,0.481,33,77,0.429,13,45,0.289,37,42,0.881,5,45,17,9,6,14,21
HOU,55,2020-02-20,@,GSW,W,135,105,136,105.8,99.3,13.7,22.9,0.235,45,85,0.529,25,49,0.51,20,22,0.909,8,36,31,14,7,15,15
HOU,56,2020-02-22,@,UTA,W,120,110,116.3,106.6,103.2,9.2,13,0.109,45,92,0.489,20,48,0.417,10,14,0.714,6,42,20,9,5,10,25
HOU,57,2020-02-24,,NYK,W,123,112,118.1,107.6,104.1,11.5,11.6,0.244,43,86,0.5,16,48,0.333,21,31,0.677,5,38,20,11,7,13,22
HOU,58,2020-02-26,,MEM,W,140,112,133.6,106.9,104.8,15.3,25,0.14,52,93,0.559,23,50,0.46,13,15,0.867,9,44,22,8,7,18,25
HOU,59,2020-02-29,@,BOS,W,111,110,103.5,102.6,97.1,13.1,23.1,0.143,41,98,0.418,15,55,0.273,14,18,0.778,12,53,17,10,8,16,20
HOU,60,2020-03-02,@,NYK,L,123,125,116.8,118.7,105.3,10.2,15.1,0.266,39,94,0.415,20,56,0.357,25,27,0.926,8,34,25,11,5,12,20
HOU,61,2020-03-05,,LAC,L,105,120,100.2,114.5,104.8,8.1,23.8,0.289,35,97,0.361,7,42,0.167,28,36,0.778,15,51,19,6,5,10,25
HOU,62,2020-03-07,@,CHO,L,99,108,110.3,120.3,89.8,19.1,35.1,0.184,35,76,0.461,15,45,0.333,14,20,0.7,13,42,22,9,3,20,25
HOU,63,2020-03-08,,ORL,L,106,126,103.5,123.1,102.4,15.4,23.4,0.216,39,88,0.443,9,32,0.281,19,25,0.76,11,38,21,10,7,18,23
HOU,64,2020-03-10,,MIN,W,117,111,116.5,110.5,100.4,14.9,13.2,0.25,41,80,0.513,15,38,0.395,20,26,0.769,5,33,24,9,5,16,20
IND,1,2019-10-23,,DET,L,110,119,109.8,118.8,100.2,13.1,22.2,0.225,41,89,0.461,8,21,0.381,20,24,0.833,10,36,26,8,6,15,28
IND,2,2019-10-26,@,CLE,L,99,110,99.8,110.9,99.2,15.5,15.8,0.126,39,87,0.448,10,28,0.357,11,13,0.846,6,36,23,7,3,17,27
IND,3,2019-10-28,@,DET,L,94,96,101,103.1,93.1,6.6,25,0.106,39,94,0.415,6,21,0.286,10,13,0.769,13,45,24,11,4,7,18
IND,4,2019-10-30,@,BRK,W,118,108,117,107.1,100.9,7.9,23.4,0.177,45,96,0.469,11,26,0.423,17,20,0.85,11,41,25,9,2,9,24
IND,5,2019-11-01,,CLE,W,102,95,96.1,89.5,106.2,11,23.6,0.198,39,96,0.406,5,27,0.185,19,21,0.905,13,58,20,8,10,13,24
IND,6,2019-11-03,,CHI,W,108,95,104.6,92,103.2,14.2,21.7,0.235,40,85,0.471,8,26,0.308,20,27,0.741,10,49,28,6,10,16,24
IND,7,2019-11-05,@,CHO,L,120,122,113,114.9,96.2,15.6,20.6,0.064,51,94,0.543,12,30,0.4,6,7,0.857,7,43,27,5,7,18,34
IND,8,2019-11-06,,WAS,W,121,106,120.4,105.4,100.5,11,28.9,0.223,44,94,0.468,12,30,0.4,21,26,0.808,13,48,35,8,3,13,25
IND,9,2019-11-08,,DET,W,112,106,117.2,111,95.5,11.3,25,0.265,43,83,0.518,4,15,0.267,22,25,0.88,10,44,23,6,8,12,16
IND,10,2019-11-10,@,ORL,W,109,102,119.2,111.5,91.5,8.8,25,0.044,48,91,0.527,9,20,0.45,4,5,0.8,10,43,31,6,3,9,13
IND,11,2019-11-12,,OKC,W,111,85,113.4,86.9,97.9,12.3,26.2,0.128,46,94,0.489,7,23,0.304,12,13,0.923,11,50,21,6,4,14,20
IND,12,2019-11-15,@,HOU,L,102,111,104.6,113.9,97.5,14.6,19,0.244,37,82,0.451,8,33,0.242,20,26,0.769,8,42,24,2,2,16,25
IND,13,2019-11-16,,MIL,L,83,102,81.7,100.4,101.6,11.1,23,0.07,32,100,0.32,12,34,0.353,7,9,0.778,14,54,19,8,7,13,10
IND,14,2019-11-18,@,BRK,W,115,86,116.2,86.9,99,8.4,29.4,0.129,44,101,0.436,14,33,0.424,13,17,0.765,15,63,26,5,8,10,22
