Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,TOV%,ORB%,FT/FGA,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
PHI,40,2020-01-11,@,DAL,L,91,109,98.9,118.4,92,3.7,24.6,0.082,37,98,0.378,9,37,0.243,8,12,0.667,14,43,22,11,5,4,20
PHI,41,2020-01-13,@,IND,L,95,101,101.4,107.8,93.7,10.2,24.5,0.169,37,89,0.416,6,33,0.182,15,19,0.789,12,52,17,6,4,11,21
PHI,42,2020-01-15,,BRK,W,117,106,118.9,107.8,98.4,10.8,28.3,0.182,45,88,0.511,11,30,0.367,16,25,0.64,13,49,25,7,11,12,23
PHI,43,2020-01-17,,CHI,W,100,89,109.2,97.2,91.5,11.2,22.5,0.134,40,82,0.488,9,29,0.31,11,11,1,9,44,30,9,7,11,12
PHI,44,2020-01-18,@,NYK,W,90,87,95.8,92.6,93.9,13.1,12.2,0.154,34,78,0.436,10,32,0.313,12,19,0.632,5,41,26,8,6,13,19
PHI,45,2020-01-20,@,BRK,W,117,111,113.8,108,102.8,10.2,26.1,0.213,42,94,0.447,13,39,0.333,20,27,0.741,12,43,30,12,6,12,24
PHI,46,2020-01-22,@,TOR,L,95,107,98.2,110.6,96.7,12.4,15.1,0.155,32,84,0.381,18,46,0.391,13,18,0.722,8,45,25,8,6,13,23
PHI,47,2020-01-25,,LAL,W,108,91,109.4,92.2,98.7,19.6,21.6,0.167,41,78,0.526,13,37,0.351,13,19,0.684,8,41,19,12,3,21,18
PHI,48,2020-01-28,,GSW,W,115,104,111.8,101.1,102.9,13,5.6,0.244,42,82,0.512,11,32,0.344,20,26,0.769,2,44,28,5,3,14,18
PHI,49,2020-01-30,@,ATL,L,117,127,111.1,120.6,105.3,10.5,17.4,0.39,38,82,0.463,9,31,0.29,32,45,0.711,8,42,22,11,2,12,21
PHI,50,2020-02-01,@,BOS,L,95,116,99.3,121.2,95.7,12.5,28.3,0.31,31,84,0.369,7,33,0.212,26,31,0.839,13,47,15,6,3,14,27
PHI,51,2020-02-03,@,MIA,L,106,137,115.2,148.9,92,13,32.6,0.253,36,83,0.434,13,38,0.342,21,25,0.84,14,44,24,3,1,14,21
PHI,52,2020-02-06,@,MIL,L,101,112,96.7,107.2,104.5,9.5,17.7,0.081,37,99,0.374,19,45,0.422,8,14,0.571,11,50,24,7,4,11,14
PHI,53,2020-02-07,,MEM,W,119,107,111.4,100.2,106.8,17.2,24.4,0.1,48,90,0.533,14,25,0.56,9,15,0.6,10,50,34,8,11,20,25
PHI,54,2020-02-09,,CHI,W,118,111,121.5,114.3,97.1,14,34.9,0.274,42,84,0.5,11,27,0.407,23,32,0.719,15,44,29,12,6,16,18
PHI,55,2020-02-11,,LAC,W,110,103,112.8,105.6,97.5,5.4,22.9,0.147,44,95,0.463,8,27,0.296,14,21,0.667,11,50,25,3,7,6,11
PHI,56,2020-02-20,,BRK,W,112,104,107,99.4,94.8,11.4,24.4,0.372,38,86,0.442,4,22,0.182,32,35,0.914,11,48,19,10,6,13,22
PHI,57,2020-02-22,@,MIL,L,98,119,94.4,114.6,103.8,8.6,18.3,0.152,35,99,0.354,13,38,0.342,15,18,0.833,11,43,17,10,4,10,17
PHI,58,2020-02-24,,ATL,W,129,112,125.8,109.2,102.5,9.8,23.1,0.307,45,88,0.511,12,30,0.4,27,30,0.9,9,48,27,9,5,11,22
PHI,59,2020-02-26,@,CLE,L,94,108,101.8,117,92.3,7.8,17,0.101,36,89,0.404,13,38,0.342,9,14,0.643,8,31,22,13,9,8,11
PHI,60,2020-02-27,,NYK,W,115,106,127.6,117.7,90.1,5.8,26.8,0.11,45,91,0.495,15,31,0.484,10,13,0.769,11,44,32,5,7,6,17
PHI,61,2020-03-01,@,LAC,L,130,136,132.6,138.7,98.1,8,24.4,0.137,48,95,0.505,21,43,0.488,13,20,0.65,10,37,27,7,4,9,28
PHI,62,2020-03-03,@,LAL,L,107,120,112.6,126.3,95,13.8,26.7,0.176,38,85,0.447,16,40,0.4,15,20,0.75,12,42,24,10,1,15,17
PHI,63,2020-03-05,@,SAC,W,125,108,126.4,109.2,98.9,10.4,29.8,0.146,47,96,0.49,17,37,0.459,14,17,0.824,14,45,24,8,2,12,18
PHI,64,2020-03-07,@,GSW,L,114,118,125.5,129.9,90.9,10.5,28.2,0.226,41,84,0.488,13,34,0.382,19,22,0.864,11,41,29,3,2,11,21
PHI,65,2020-03-11,,DET,W,124,106,130.9,111.9,94.7,11.8,33.3,0.313,42,83,0.506,14,33,0.424,26,32,0.813,13,50,28,7,4,13,18
PHX,1,2019-10-23,,SAC,W,124,95,114.1,87.4,108.7,11.7,20.5,0.153,49,98,0.5,11,33,0.333,15,18,0.833,9,44,31,13,9,14,25
PHX,2,2019-10-25,@,DEN,L,107,108,99.5,100.4,97.4,14.5,21.3,0.36,34,86,0.395,8,28,0.286,31,32,0.969,10,54,25,5,1,17,35
PHX,3,2019-10-26,,LAC,W,130,122,123.9,116.3,104.9,13.7,22.5,0.314,43,86,0.5,17,43,0.395,27,34,0.794,9,49,32,9,3,16,34
PHX,4,2019-10-28,,UTA,L,95,96,92.7,93.7,102.5,15.1,6.5,0.2,33,80,0.413,13,34,0.382,16,23,0.696,3,40,23,7,3,16,31
PHX,5,2019-10-30,@,GSW,W,121,110,114.6,104.2,105.6,13.2,26.5,0.188,44,96,0.458,15,36,0.417,18,21,0.857,13,45,33,12,4,16,22
PHX,6,2019-11-02,@,MEM,W,114,105,111.2,102.4,102.5,15.2,10.8,0.136,44,88,0.5,14,34,0.412,12,16,0.75,4,32,26,9,2,17,20
PHX,7,2019-11-04,,PHI,W,114,109,109.7,104.9,103.9,17.6,14.7,0.273,41,77,0.532,11,28,0.393,21,27,0.778,5,40,24,6,5,19,24
PHX,8,2019-11-07,,MIA,L,108,124,108.9,125,99.2,12.5,21.7,0.274,37,84,0.44,11,32,0.344,23,31,0.742,10,40,22,4,3,14,21
PHX,9,2019-11-10,,BRK,W,138,112,127.4,103.4,108.3,6.1,11.6,0.152,52,99,0.525,19,42,0.452,15,19,0.789,5,42,37,8,7,7,17
PHX,10,2019-11-12,,LAL,L,115,123,112.4,120.2,102.3,10,14.3,0.143,43,91,0.473,16,38,0.421,13,17,0.765,6,39,32,3,4,11,22
PHX,11,2019-11-14,,ATL,W,128,112,116.5,101.9,109.9,16.4,17.1,0.365,41,85,0.482,15,39,0.385,31,38,0.816,7,39,32,6,2,20,24
PHX,12,2019-11-18,,BOS,L,85,99,86.2,100.4,98.6,17.9,16.3,0.11,33,82,0.402,10,36,0.278,9,12,0.75,8,45,22,7,6,19,17
PHX,13,2019-11-19,@,SAC,L,116,120,119.3,123.4,97.2,8.8,28.6,0.315,38,89,0.427,12,36,0.333,28,34,0.824,14,39,24,11,4,10,20
PHX,14,2019-11-21,,NOP,L,121,124,116.8,119.7,103.6,12.3,20,0.326,40,86,0.465,13,31,0.419,28,32,0.875,9,38,28,10,3,14,19
PHX,15,2019-11-23,@,MIN,W,100,98,99,97,101,6.1,20,0.25,33,96,0.344,10,35,0.286,24,26,0.923,12,56,22,9,3,7,17
PHX,16,2019-11-24,@,DEN,L,104,116,114.9,128.2,90.5,12.1,17.5,0.122,41,82,0.5,12,35,0.343,10,12,0.833,7,36,25,4,2,12,18
PHX,17,2019-11-27,,WAS,L,132,140,125.9,133.5,104.9,12.7,28.6,0.226,48,93,0.516,15,38,0.395,21,24,0.875,12,40,29,7,6,15,21
PHX,18,2019-11-29,,DAL,L,113,120,114.1,121.2,99,8.8,22.4,0.194,41,93,0.441,13,38,0.342,18,25,0.72,11,47,29,3,3,10,29
PHX,19,2019-12-02,@,CHO,W,109,104,112.3,107.1,97.1,6.5,18.8,0.25,39,88,0.443,9,42,0.214,22,30,0.733,9,37,30,12,7,7,21
PHX,20,2019-12-04,@,ORL,L,114,128,114.8,128.9,99.3,11.8,19,0.148,43,88,0.489,15,33,0.455,13,20,0.65,8,29,36,10,0,13,20
PHX,21,2019-12-05,@,NOP,W,139,132,120.8,114.8,104.2,13.2,35.8,0.236,50,106,0.472,14,36,0.389,25,27,0.926,19,51,30,16,6,18,29
PHX,22,2019-12-07,@,HOU,L,109,115,101.6,107.2,107.3,12.2,24.1,0.188,40,96,0.417,11,35,0.314,18,28,0.643,13,51,29,4,3,15,25
PHX,23,2019-12-09,,MIN,W,125,109,126.3,110.2,98.9,8,26.1,0.158,47,95,0.495,16,40,0.4,15,19,0.789,12,42,31,5,5,9,23
PHX,24,2019-12-11,,MEM,L,108,115,100,106.5,108,10.2,14.3,0.269,37,93,0.398,9,34,0.265,25,30,0.833,8,44,29,6,4,12,20
PHX,25,2019-12-14,,SAS,L,119,121,100.4,102.1,107.3,8,10.3,0.184,45,103,0.437,10,40,0.25,19,26,0.731,6,59,29,5,5,10,24
PHX,26,2019-12-16,,POR,L,110,111,106.7,107.7,103,16.9,25.6,0.178,41,90,0.456,12,34,0.353,16,19,0.842,11,44,31,11,5,20,21
PHX,27,2019-12-17,@,LAC,L,99,120,93.7,113.5,105.7,15.2,29.6,0.069,41,102,0.402,10,35,0.286,7,10,0.7,16,50,30,11,3,19,23
PHX,28,2019-12-20,@,OKC,L,108,126,109.2,127.4,98.9,13.4,26.7,0.241,38,87,0.437,11,32,0.344,21,23,0.913,12,37,26,9,4,15,29
PHX,29,2019-12-21,,HOU,L,125,139,124.6,138.6,100.3,7.1,23.8,0.253,47,91,0.516,8,28,0.286,23,30,0.767,10,41,26,5,1,8,18
PHX,30,2019-12-23,,DEN,L,111,113,111.3,113.3,99.7,15.2,21.4,0.161,42,87,0.483,13,37,0.351,14,18,0.778,9,38,29,10,0,17,19
PHX,31,2019-12-27,@,GSW,L,96,105,96.9,106,99.1,23.3,26.8,0.253,35,75,0.467,7,33,0.212,19,24,0.792,11,49,22,6,1,26,21
PHX,32,2019-12-28,@,SAC,W,112,110,115.5,113.4,97,12.3,19.4,0.151,45,86,0.523,9,26,0.346,13,15,0.867,7,40,30,10,2,13,21
PHX,33,2019-12-30,@,POR,W,122,116,124.4,118.3,98.1,8.1,23.8,0.228,44,92,0.478,13,23,0.565,21,22,0.955,10,44,29,6,4,9,17
PHX,34,2020-01-01,@,LAL,L,107,117,107.3,117.3,99.7,12.7,25.6,0.198,42,86,0.488,6,23,0.261,17,23,0.739,11,47,32,7,3,14,28
PHX,35,2020-01-03,,NYK,W,120,112,114.9,107.2,104.5,8.7,18.8,0.289,42,90,0.467,10,28,0.357,26,33,0.788,9,48,28,7,3,10,25
PHX,36,2020-01-05,,MEM,L,114,121,111.3,118.2,102.4,8.6,23.5,0.232,43,95,0.453,6,26,0.231,22,26,0.846,12,46,25,7,4,10,19
PHX,37,2020-01-07,,SAC,L,103,114,104.5,115.7,98.5,16.4,15.4,0.234,37,77,0.481,11,35,0.314,18,22,0.818,6,41,24,4,2,17,25
PHX,38,2020-01-10,,ORL,W,98,94,103.8,99.6,94.4,13.4,20.5,0.291,33,79,0.418,9,28,0.321,23,26,0.885,9,44,19,10,8,14,21
PHX,39,2020-01-12,,CHO,W,100,92,103.9,95.6,96.2,16.7,29.3,0.134,41,82,0.5,7,21,0.333,11,18,0.611,12,51,22,8,5,18,19
PHX,40,2020-01-14,@,ATL,L,110,123,109.5,122.4,100.5,9.8,22.7,0.299,40,87,0.46,4,20,0.2,26,32,0.813,10,40,20,9,6,11,19
PHX,41,2020-01-16,@,NYK,W,121,98,115.8,93.8,104.5,16,31.8,0.163,47,92,0.511,12,30,0.4,15,18,0.833,14,53,31,11,4,19,22
PHX,42,2020-01-18,@,BOS,W,123,119,114.1,110.4,107.8,12.8,22.2,0.292,42,89,0.472,13,31,0.419,26,30,0.867,10,52,27,6,6,15,16
PHX,43,2020-01-20,,SAS,L,118,120,122.2,124.3,96.5,13.1,24.2,0.325,42,80,0.525,8,22,0.364,26,30,0.867,8,43,26,3,3,14,19
PHX,44,2020-01-22,,IND,L,87,112,90.1,116,96.5,12,19.1,0.274,30,84,0.357,4,20,0.2,23,26,0.885,9,44,13,7,3,13,20
PHX,45,2020-01-24,@,SAS,W,103,99,109.6,105.4,94,12.2,23.3,0.202,39,84,0.464,8,29,0.276,17,21,0.81,10,42,25,6,4,13,27
PHX,46,2020-01-26,@,MEM,L,109,114,99.7,104.2,109.4,13.7,24,0.304,35,92,0.38,11,29,0.379,28,35,0.8,12,42,23,14,7,17,27
PHX,47,2020-01-28,@,DAL,W,133,104,136.4,106.7,97.5,10.4,24.2,0.221,51,86,0.593,12,28,0.429,19,21,0.905,8,39,34,10,4,11,25
PHX,48,2020-01-31,,OKC,L,107,111,111.7,115.9,95.8,17.6,29.7,0.342,36,76,0.474,9,24,0.375,26,29,0.897,11,40,20,6,6,19,25
PHX,49,2020-02-02,@,MIL,L,108,129,101.4,121.1,106.5,8.1,25.4,0.192,41,104,0.394,6,23,0.261,20,23,0.87,15,49,20,8,3,10,24
PHX,50,2020-02-03,@,BRK,L,97,119,97.5,119.6,99.5,14,29.2,0.144,39,90,0.433,6,17,0.353,13,18,0.722,14,43,23,7,6,16,21
PHX,51,2020-02-05,@,DET,L,108,116,119.2,128,90.6,15.2,20,0.156,42,77,0.545,12,26,0.462,12,15,0.8,7,37,29,4,5,15,21
PHX,52,2020-02-07,,HOU,W,127,91,127.2,91.1,99.8,20.6,32.3,0.338,43,77,0.558,15,31,0.484,26,27,0.963,10,51,29,10,9,23,15
PHX,53,2020-02-08,,DEN,L,108,117,112.6,122,95.9,11.8,25.6,0.264,38,87,0.437,9,32,0.281,23,23,1,11,41,25,7,4,13,18
PHX,54,2020-02-10,@,LAL,L,100,125,101.3,126.7,98.7,12.7,6.5,0.329,32,76,0.421,11,31,0.355,25,31,0.806,3,29,26,7,2,13,19
PHX,55,2020-02-12,,GSW,W,112,106,110.3,104.4,101.5,12.5,19,0.154,42,91,0.462,14,37,0.378,14,15,0.933,8,40,25,14,4,14,21
PHX,56,2020-02-21,@,TOR,L,101,118,96.9,113.2,104.2,14.3,19.6,0.207,38,92,0.413,6,34,0.176,19,23,0.826,10,34,29,12,3,17,23
PHX,57,2020-02-22,@,CHI,W,112,104,111.7,103.8,100.2,16,38.6,0.302,38,86,0.442,10,30,0.333,26,31,0.839,17,47,26,10,4,19,23
PHX,58,2020-02-24,@,UTA,W,131,111,134.1,113.6,97.7,11.8,30.6,0.241,49,87,0.563,12,20,0.6,21,24,0.875,11,38,33,10,1,13,31
PHX,59,2020-02-26,,LAC,L,92,102,98.6,109.3,93.4,14.4,28.6,0.172,34,87,0.391,9,34,0.265,15,18,0.833,14,48,29,8,3,16,17
PHX,60,2020-02-28,,DET,L,111,113,117.7,119.8,94.3,17.9,19.2,0.16,45,75,0.6,9,23,0.391,12,17,0.706,5,38,31,9,5,18,14
PHX,61,2020-02-29,,GSW,L,99,115,100.4,116.6,98.6,16.9,18.2,0.229,34,83,0.41,12,29,0.414,19,23,0.826,8,40,24,3,5,19,25
PHX,62,2020-03-03,,TOR,L,114,123,108.8,117.3,104.8,15.8,13.6,0.247,39,85,0.459,15,39,0.385,21,25,0.84,6,35,30,6,6,18,22
PHX,63,2020-03-06,,POR,W,127,117,129.3,119.1,98.2,10.8,33.3,0.198,45,91,0.495,19,42,0.452,18,19,0.947,15,47,29,9,4,12,22
PHX,64,2020-03-08,,MIL,W,140,131,134.1,125.5,104.4,12.4,21.6,0.318,47,85,0.553,19,43,0.442,27,31,0.871,8,47,30,6,4,14,23
PHX,65,2020-03-10,@,POR,L,105,121,106.6,122.8,98.5,12.5,19.6,0.276,35,87,0.402,11,32,0.344,24,25,0.96,9,43,26,3,5,14,16
POR,1,2019-10-23,,DEN,L,100,108,100.1,108.1,99.9,17.1,27.7,0.241,36,87,0.414,7,28,0.25,21,23,0.913,13,48,13,9,4,20,25
POR,2,2019-10-25,@,SAC,W,122,112,119.5,109.7,102.1,14.5,14.3,0.224,46,85,0.541,11,30,0.367,19,22,0.864,5,40,23,8,5,16,23
POR,3,2019-10-27,@,DAL,W,121,119,113.4,111.6,106.7,14,17.1,0.253,45,87,0.517,9,22,0.409,22,26,0.846,7,48,13,6,4,16,30
POR,4,2019-10-28,@,SAS,L,110,113,100.8,103.5,109.1,8.2,17.3,0.22,39,100,0.39,10,33,0.303,22,27,0.815,9,49,19,4,8,10,27
POR,5,2019-10-30,@,OKC,W,102,99,98.9,96,103.1,15,17.6,0.198,34,86,0.395,17,35,0.486,17,24,0.708,9,49,19,9,8,17,30
POR,6,2019-11-02,,PHI,L,128,129,122.7,123.7,104.3,16.8,10.8,0.244,45,78,0.577,19,34,0.559,19,25,0.76,4,36,21,7,4,18,21
POR,7,2019-11-04,@,GSW,L,118,127,118.9,128,99.2,5.1,29.1,0.105,47,105,0.448,13,40,0.325,11,14,0.786,16,44,16,5,6,6,23
POR,8,2019-11-07,@,LAC,L,101,107,97.5,103.3,103.6,10.5,27.9,0.115,39,104,0.375,11,39,0.282,12,16,0.75,17,51,18,7,4,13,27
POR,9,2019-11-08,,BRK,L,115,119,114.4,118.4,100.5,8.5,27.1,0.247,40,97,0.412,11,30,0.367,24,25,0.96,13,48,11,3,9,10,24
POR,10,2019-11-10,,ATL,W,124,113,107.8,98.2,104.2,12.8,30.2,0.212,45,104,0.433,12,36,0.333,22,28,0.786,16,61,19,10,9,17,22
POR,11,2019-11-12,@,SAC,L,99,107,101.1,109.2,97.9,15.9,16.7,0.299,34,77,0.442,8,30,0.267,23,30,0.767,7,40,15,4,5,17,19
POR,12,2019-11-13,,TOR,L,106,114,109.1,117.3,97.2,10.4,23.4,0.135,38,96,0.396,17,48,0.354,13,16,0.813,11,43,24,3,7,12,16
POR,13,2019-11-16,@,SAS,W,121,116,116.1,111.3,104.2,10.3,20,0.258,42,93,0.452,13,39,0.333,24,26,0.923,9,48,21,2,4,12,20
POR,14,2019-11-18,@,HOU,L,108,132,100.3,122.6,107.7,13.8,22.6,0.177,40,96,0.417,11,36,0.306,17,23,0.739,12,44,28,7,5,17,21
POR,15,2019-11-19,@,NOP,L,104,115,103.9,114.9,100.1,14.8,22.9,0.087,40,92,0.435,16,29,0.552,8,13,0.615,11,48,20,5,4,17,23
POR,16,2019-11-21,@,MIL,L,129,137,121.1,128.6,106.5,6.8,18.4,0.117,50,103,0.485,17,39,0.436,12,14,0.857,9,41,32,6,11,8,27
POR,17,2019-11-23,@,CLE,L,104,110,105,111,99.1,9.6,12.2,0.138,39,87,0.448,14,40,0.35,12,16,0.75,6,38,21,6,6,10,20
POR,18,2019-11-25,@,CHI,W,117,94,116.4,93.5,100.5,13.2,31,0.191,46,89,0.517,8,27,0.296,17,22,0.773,13,55,23,8,5,15,20
POR,19,2019-11-27,,OKC,W,136,119,134.9,118,100.8,7.9,25,0.255,49,94,0.521,14,30,0.467,24,24,1,10,54,23,3,1,9,32
POR,20,2019-11-29,,CHI,W,107,103,106.4,102.4,100.6,11.9,18.2,0.25,38,84,0.452,10,30,0.333,21,28,0.75,8,49,20,6,11,13,21
POR,21,2019-12-03,@,LAC,L,97,117,97.9,118.1,99.1,11.8,24,0.132,39,91,0.429,7,27,0.259,12,15,0.8,12,49,20,5,6,13,23
POR,22,2019-12-04,,SAC,W,127,116,128.3,117.2,99,11.4,16.2,0.202,47,84,0.56,16,32,0.5,17,21,0.81,6,43,28,6,10,12,18
POR,23,2019-12-06,,LAL,L,113,136,103.4,124.4,109.3,13.2,8.7,0.291,39,86,0.453,10,34,0.294,25,29,0.862,4,34,20,9,4,15,25
POR,24,2019-12-08,,OKC,L,96,108,102.2,115,93.9,6.9,30.5,0.15,36,100,0.36,9,33,0.273,15,18,0.833,18,51,16,7,8,8,26
POR,25,2019-12-10,,NYK,W,115,87,115.4,87.3,99.6,10.7,23.4,0.222,39,90,0.433,17,41,0.415,20,24,0.833,11,58,20,6,7,12,21
POR,26,2019-12-12,@,DEN,L,99,114,111,127.8,89.2,8.1,17.5,0.093,41,86,0.477,9,30,0.3,8,11,0.727,7,35,22,4,7,8,16
POR,27,2019-12-16,@,PHO,W,111,110,107.7,106.7,103,17.7,21.4,0.202,40,84,0.476,14,34,0.412,17,20,0.85,9,41,21,9,9,20,27
POR,28,2019-12-18,,GSW,W,122,112,120.4,110.5,101.4,8.4,29.8,0.258,44,97,0.454,9,31,0.29,25,28,0.893,14,57,19,6,8,10,22
POR,29,2019-12-20,,ORL,W,118,103,115.2,100.6,102.4,17.8,26.8,0.202,42,84,0.5,17,36,0.472,17,19,0.895,11,54,16,4,11,20,24
POR,30,2019-12-21,,MIN,W,113,106,111.6,104.7,101.2,11.8,27.3,0.213,40,94,0.426,13,35,0.371,20,25,0.8,12,45,19,9,13,14,21
POR,31,2019-12-23,,NOP,L,94,102,95.5,103.6,98.5,10,16,0.176,37,91,0.407,4,29,0.138,16,18,0.889,8,48,17,6,6,11,17
POR,32,2019-12-26,@,UTA,L,115,121,121.3,127.6,94.8,11,24.4,0.157,43,89,0.483,15,34,0.441,14,19,0.737,11,43,14,4,1,12,21
POR,33,2019-12-28,,LAL,L,120,128,119.4,127.3,100.5,14,21.4,0.267,41,86,0.477,15,35,0.429,23,27,0.852,9,39,18,4,8,16,22
POR,34,2019-12-30,,PHO,L,116,122,118.3,124.4,98.1,7.1,22.7,0.146,44,96,0.458,14,34,0.412,14,18,0.778,10,42,24,5,4,8,19
POR,35,2020-01-01,@,NYK,L,93,117,94.4,118.8,98.5,7.4,17.9,0.096,37,94,0.394,10,32,0.313,9,15,0.6,10,47,17,4,5,8,11
POR,36,2020-01-03,@,WAS,W,122,103,129,108.9,94.6,6.4,28.9,0.295,45,88,0.511,6,25,0.24,26,33,0.788,11,41,16,6,7,7,21
POR,37,2020-01-05,@,MIA,L,111,122,116.5,128.1,95.2,9.5,18.2,0.207,40,87,0.46,13,37,0.351,18,20,0.9,8,40,21,5,4,10,15
POR,38,2020-01-07,@,TOR,W,101,99,105.2,103.1,96,9.6,14.9,0.136,38,88,0.432,13,35,0.371,12,14,0.857,7,45,23,6,11,10,15
POR,39,2020-01-09,@,MIN,L,102,116,104.1,118.4,98,8.4,25.5,0.219,35,96,0.365,11,37,0.297,21,31,0.677,14,41,14,9,6,10,21
POR,40,2020-01-11,,MIL,L,101,122,93.1,112.5,108.4,11.1,13.8,0.179,37,95,0.389,10,36,0.278,17,21,0.81,8,48,17,6,4,13,20
POR,41,2020-01-13,,CHO,W,115,112,122.3,119.1,94,12.5,22,0.181,42,83,0.506,16,37,0.432,15,19,0.789,9,47,26,4,5,13,21
POR,42,2020-01-15,@,HOU,W,117,107,114.7,104.9,102,6.1,24,0.253,41,95,0.432,11,36,0.306,24,29,0.828,12,58,22,6,4,7,19
POR,43,2020-01-17,@,DAL,L,112,120,115.3,123.5,97.2,11.2,21.1,0.176,44,85,0.518,9,30,0.3,15,22,0.682,8,40,25,6,5,12,22
POR,44,2020-01-18,@,OKC,L,106,119,109.3,122.6,97,10.7,25,0.176,39,91,0.429,12,32,0.375,16,21,0.762,12,40,11,7,7,12,28
POR,45,2020-01-20,,GSW,W,129,124,116.4,111.9,100.3,9.6,22.6,0.27,44,100,0.44,14,44,0.318,27,30,0.9,12,54,21,4,11,12,19
POR,46,2020-01-23,,DAL,L,125,133,129.4,137.7,96.6,10.9,27.5,0.132,46,91,0.505,21,39,0.538,12,15,0.8,11,43,20,4,4,12,20
POR,47,2020-01-26,,IND,W,139,129,138.7,128.8,100.2,12.9,32.4,0.233,49,90,0.544,20,35,0.571,21,25,0.84,12,43,27,1,7,15,21
POR,48,2020-01-29,,HOU,W,125,112,118,105.7,105.9,15.1,25,0.225,46,89,0.517,13,36,0.361,20,27,0.741,10,50,24,8,8,18,20
POR,49,2020-01-31,@,LAL,W,127,119,121.1,113.5,104.9,4.5,12.2,0.165,49,97,0.505,13,36,0.361,16,21,0.762,6,40,25,10,8,5,22
POR,50,2020-02-01,,UTA,W,124,107,132.1,114,93.9,10.7,35,0.163,47,92,0.511,15,29,0.517,15,18,0.833,14,51,20,4,5,12,19
POR,51,2020-02-04,@,DEN,L,99,127,101,129.6,98,8.2,19.1,0.198,36,91,0.396,9,31,0.29,18,22,0.818,9,36,16,5,6,9,22
POR,52,2020-02-06,,SAS,W,125,117,127.1,118.9,98.4,11,22.5,0.098,49,92,0.533,18,37,0.486,9,12,0.75,9,50,28,2,6,12,19
POR,53,2020-02-07,@,UTA,L,114,117,112.5,115.5,101.3,8,18.9,0.093,44,97,0.454,17,40,0.425,9,14,0.643,10,43,14,9,4,9,18
POR,54,2020-02-09,,MIA,W,115,109,113.6,107.7,101.2,12.9,12.2,0.188,40,85,0.471,19,42,0.452,16,22,0.727,5,43,20,9,6,14,22
POR,55,2020-02-11,@,NOP,L,117,138,112.7,133,103.8,11.7,25,0.237,44,93,0.473,7,29,0.241,22,28,0.786,12,40,21,5,3,14,26
POR,56,2020-02-12,@,MEM,L,104,111,104.3,111.4,99.7,9.3,27.6,0.196,36,97,0.371,13,37,0.351,19,24,0.792,16,51,21,7,3,11,16
POR,57,2020-02-21,,NOP,L,115,128,110,122.4,104.5,11.8,26,0.202,43,94,0.457,10,27,0.37,19,25,0.76,13,46,20,7,9,14,22
POR,58,2020-02-23,,DET,W,107,104,116.7,113.5,91.7,9.8,21.4,0.143,41,84,0.488,13,30,0.433,12,19,0.632,9,41,20,6,5,10,18
POR,59,2020-02-25,,BOS,L,106,118,104.9,116.8,101,15.2,17.8,0.2,38,85,0.447,13,31,0.419,17,23,0.739,8,41,24,8,4,17,15
POR,60,2020-02-27,@,IND,L,100,106,103.7,109.9,96.4,12.8,22.2,0.101,41,89,0.461,9,30,0.3,9,14,0.643,10,45,14,5,5,14,21
POR,61,2020-02-29,@,ATL,L,117,129,111.8,123.2,104.7,14.1,29.5,0.16,47,94,0.5,8,28,0.286,15,21,0.714,13,42,14,9,4,17,26
POR,62,2020-03-02,@,ORL,W,130,107,132.7,109.2,98,10.4,17.6,0.182,49,88,0.557,16,33,0.485,16,16,1,6,49,27,6,4,11,24
POR,63,2020-03-04,,WAS,W,125,104,124.1,103.3,100.7,13.6,18.9,0.346,42,81,0.519,13,31,0.419,28,32,0.875,7,47,24,7,11,15,24
POR,64,2020-03-06,@,PHO,L,117,127,119.1,129.3,98.2,14.1,22,0.207,43,87,0.494,13,32,0.406,18,24,0.75,9,39,26,6,6,16,19
POR,65,2020-03-07,,SAC,L,111,123,113.6,125.9,97.7,9.9,21.7,0.191,42,89,0.472,10,39,0.256,17,26,0.654,10,41,22,9,3,11,16
POR,66,2020-03-10,,PHO,W,121,105,122.8,106.6,98.5,10.2,20.9,0.157,45,89,0.506,17,35,0.486,14,17,0.824,9,46,20,9,9,11,17
SAC,1,2019-10-23,@,PHO,L,95,124,87.4,114.1,108.7,20.9,25.5,0.195,34,87,0.391,10,29,0.345,17,26,0.654,12,47,17,5,5,26,24
SAC,2,2019-10-25,,POR,L,112,122,109.7,119.5,102.1,14.7,27.1,0.264,37,87,0.425,15,37,0.405,23,27,0.852,13,43,17,10,2,17,26
SAC,3,2019-10-26,@,UTA,L,81,113,81.4,113.6,99.5,16.1,12.8,0.173,30,81,0.37,7,26,0.269,14,17,0.824,6,31,16,5,3,17,19
SAC,4,2019-10-28,,DEN,L,94,101,102.2,109.8,92,10.9,30,0.11,36,91,0.396,12,37,0.324,10,16,0.625,15,48,25,6,8,12,21
SAC,5,2019-10-30,,CHO,L,111,118,109.4,116.3,101.4,12.9,21.7,0.094,44,96,0.458,14,46,0.304,9,12,0.75,10,39,26,11,5,15,19
SAC,6,2019-11-01,,UTA,W,102,101,108.6,107.5,93.9,14.9,26.8,0.143,41,84,0.488,8,29,0.276,12,17,0.706,11,38,15,8,3,16,23
