Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk ATL,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
62,62,2020-03-03,@,LAL,L,107,120,112.6,126.3,95,0.235,0.471,0.57,49.4,63.2,10.5,1.9,,0.541,13.8,26.7,0.176,,0.61,12.2,75,0.174,62,62,2020-03-03,@,LAL,L,107,120,38,85,0.447,16,40,0.4,15,20,0.75,12,42,24,10,1,15,17
63,63,2020-03-05,@,SAC,W,125,108,126.4,109.2,98.9,0.177,0.385,0.604,54.9,51.1,8.1,4,,0.578,10.4,29.8,0.146,,0.601,16.4,88.6,0.165,63,63,2020-03-05,@,SAC,W,125,108,47,96,0.49,17,37,0.459,14,17,0.824,14,45,24,8,2,12,18
64,64,2020-03-07,@,GSW,L,114,118,125.5,129.9,90.9,0.262,0.405,0.608,53.9,70.7,3.3,3.6,,0.565,10.5,28.2,0.226,,0.606,7,81.1,0.263,64,64,2020-03-07,@,GSW,L,114,118,41,84,0.488,13,34,0.382,19,22,0.864,11,41,29,3,2,11,21
65,65,2020-03-11,,DET,W,124,106,130.9,111.9,94.7,0.386,0.398,0.639,61,66.7,7.4,8.2,,0.59,11.8,33.3,0.313,,0.53,7.8,86,0.202,65,65,2020-03-11,,DET,W,124,106,42,83,0.506,14,33,0.424,26,32,0.813,13,50,28,7,4,13,18
Rk PHX,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk PHX,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-23,,SAC,W,124,95,114.1,87.4,108.7,0.184,0.337,0.585,48.4,63.3,12,15.5,,0.556,11.7,20.5,0.153,,0.448,20.9,74.5,0.195,1,1,2019-10-23,,SAC,W,124,95,49,98,0.5,11,33,0.333,15,18,0.833,9,44,31,13,9,14,25
2,2,2019-10-25,@,DEN,L,107,108,99.5,100.4,97.4,0.372,0.326,0.535,54.5,73.5,4.6,1.5,,0.442,14.5,21.3,0.36,,0.429,11.5,84.6,0.315,2,2,2019-10-25,@,DEN,L,107,108,34,86,0.395,8,28,0.286,31,32,0.969,10,54,25,5,1,17,35
3,3,2019-10-26,,LAC,W,130,122,123.9,116.3,104.9,0.395,0.5,0.644,54.4,74.4,8.6,5.5,,0.599,13.7,22.5,0.314,,0.523,10.3,80,0.356,3,3,2019-10-26,,LAC,W,130,122,43,86,0.5,17,43,0.395,27,34,0.794,9,49,32,9,3,16,34
4,4,2019-10-28,,UTA,L,95,96,92.7,93.7,102.5,0.288,0.425,0.527,44.9,69.7,6.8,7.5,,0.494,15.1,6.5,0.2,,0.451,20.7,86,0.451,4,4,2019-10-28,,UTA,L,95,96,33,80,0.413,13,34,0.382,16,23,0.696,3,40,23,7,3,16,31
5,5,2019-10-30,@,GSW,W,121,110,114.6,104.2,105.6,0.219,0.375,0.575,51.1,75,11.4,7.4,,0.536,13.2,26.5,0.188,,0.488,15.5,82.1,0.366,5,5,2019-10-30,@,GSW,W,121,110,44,96,0.458,15,36,0.417,18,21,0.857,13,45,33,12,4,16,22
6,6,2019-11-02,@,MEM,W,114,105,111.2,102.4,102.5,0.182,0.386,0.6,41,59.1,8.8,3.4,,0.58,15.2,10.8,0.136,,0.541,17.5,68.3,0.14,6,6,2019-11-02,@,MEM,W,114,105,44,88,0.5,14,34,0.412,12,16,0.75,4,32,26,9,2,17,20
7,7,2019-11-04,,PHI,W,114,109,109.7,104.9,103.9,0.351,0.364,0.641,51.3,58.5,5.8,8.3,,0.604,17.6,14.7,0.273,,0.545,17,79.5,0.135,7,7,2019-11-04,,PHI,W,114,109,41,77,0.532,11,28,0.393,21,27,0.778,5,40,24,6,5,19,24
8,8,2019-11-07,,MIA,L,108,124,108.9,125,99.2,0.369,0.381,0.553,49.4,59.5,4,5.6,,0.506,12.5,21.7,0.274,,0.64,12.3,85.7,0.232,8,8,2019-11-07,,MIA,L,108,124,37,84,0.44,11,32,0.344,23,31,0.742,10,40,22,4,3,14,21
9,9,2019-11-10,,BRK,W,138,112,127.4,103.4,108.3,0.192,0.424,0.643,49.4,71.2,7.4,12.3,,0.621,6.1,11.6,0.152,,0.527,14.7,88.1,0.176,9,9,2019-11-10,,BRK,W,138,112,52,99,0.525,19,42,0.452,15,19,0.789,5,42,37,8,7,7,17
10,10,2019-11-12,,LAL,L,115,123,112.4,120.2,102.3,0.187,0.418,0.584,47,74.4,2.9,5.7,,0.56,10,14.3,0.143,,0.589,7.9,80.5,0.116,10,10,2019-11-12,,LAL,L,115,123,43,91,0.473,16,38,0.421,13,17,0.765,6,39,32,3,4,11,22
11,11,2019-11-14,,ATL,W,128,112,116.5,101.9,109.9,0.447,0.459,0.629,44.3,78,5.5,3.3,,0.571,16.4,17.1,0.365,,0.484,17.4,68.1,0.264,11,11,2019-11-14,,ATL,W,128,112,41,85,0.482,15,39,0.385,31,38,0.816,7,39,32,6,2,20,24
12,12,2019-11-18,,BOS,L,85,99,86.2,100.4,98.6,0.146,0.439,0.487,46.4,66.7,7.1,12.5,,0.463,17.9,16.3,0.11,,0.483,15,77.1,0.146,12,12,2019-11-18,,BOS,L,85,99,33,82,0.402,10,36,0.278,9,12,0.75,8,45,22,7,6,19,17
13,13,2019-11-19,@,SAC,L,116,120,119.3,123.4,97.2,0.382,0.404,0.558,47.6,63.2,11.3,8.3,,0.494,8.8,28.6,0.315,,0.614,16.7,75.8,0.291,13,13,2019-11-19,@,SAC,L,116,120,38,89,0.427,12,36,0.333,28,34,0.824,14,39,24,11,4,10,20
14,14,2019-11-21,,NOP,L,121,124,116.8,119.7,103.6,0.372,0.36,0.605,46.3,70,9.6,5.7,,0.541,12.3,20,0.326,,0.625,14.8,78.4,0.159,14,14,2019-11-21,,NOP,L,121,124,40,86,0.465,13,31,0.419,28,32,0.875,9,38,28,10,3,14,19
15,15,2019-11-23,@,MIN,W,100,98,99,97,101,0.271,0.365,0.465,49.6,66.7,8.9,6.1,,0.396,6.1,20,0.25,,0.484,12.4,83,0.11,15,15,2019-11-23,@,MIN,W,100,98,33,96,0.344,10,35,0.286,24,26,0.923,12,56,22,9,3,7,17
16,16,2019-11-24,@,DEN,L,104,116,114.9,128.2,90.5,0.146,0.427,0.596,40.9,61,4.4,3.3,,0.573,12.1,17.5,0.122,,0.549,9,60.4,0.176,16,16,2019-11-24,@,DEN,L,104,116,41,82,0.5,12,35,0.343,10,12,0.833,7,36,25,4,2,12,18
17,17,2019-11-27,,WAS,L,132,140,125.9,133.5,104.9,0.258,0.409,0.637,54.1,60.4,6.7,11.1,,0.597,12.7,28.6,0.226,,0.68,12.5,87.5,0.213,17,17,2019-11-27,,WAS,L,132,140,48,93,0.516,15,38,0.395,21,24,0.875,12,40,29,7,6,15,21
18,18,2019-11-29,,DAL,L,113,120,114.1,121.2,99,0.269,0.409,0.543,50,70.7,3,7.9,,0.511,8.8,22.4,0.194,,0.512,7.3,80,0.388,18,18,2019-11-29,,DAL,L,113,120,41,93,0.441,13,38,0.342,18,25,0.72,11,47,29,3,3,10,29
19,19,2019-12-02,@,CHO,W,109,104,112.3,107.1,97.1,0.341,0.477,0.539,41.1,76.9,12.4,11.9,,0.494,6.5,18.8,0.25,,0.494,16.6,66.7,0.25,19,19,2019-12-02,@,CHO,W,109,104,39,88,0.443,9,42,0.214,22,30,0.733,9,37,30,12,7,7,21
20,20,2019-12-04,@,ORL,L,114,128,114.8,128.9,99.3,0.227,0.375,0.589,39.2,83.7,10.1,0,,0.574,11.8,19,0.148,,0.659,16.8,65.6,0.188,20,20,2019-12-04,@,ORL,L,114,128,43,88,0.489,15,33,0.455,13,20,0.65,8,29,36,10,0,13,20
21,21,2019-12-05,@,NOP,W,139,132,120.8,114.8,104.2,0.255,0.34,0.59,56,60,13.9,13,,0.538,13.2,35.8,0.236,,0.603,18.3,84.2,0.31,21,21,2019-12-05,@,NOP,W,139,132,50,106,0.472,14,36,0.389,25,27,0.926,19,51,30,16,6,18,29
22,22,2019-12-07,@,HOU,L,109,115,101.6,107.2,107.3,0.292,0.365,0.503,50,72.5,3.7,5.9,,0.474,12.2,24.1,0.188,,0.511,12.6,79.2,0.242,22,22,2019-12-07,@,HOU,L,109,115,40,96,0.417,11,35,0.314,18,28,0.643,13,51,29,4,3,15,25
23,23,2019-12-09,,MIN,W,125,109,126.3,110.2,98.9,0.2,0.421,0.605,48.3,66,5.1,7.9,,0.579,8,26.1,0.158,,0.506,14.1,73.2,0.271,23,23,2019-12-09,,MIN,W,125,109,47,95,0.495,16,40,0.4,15,19,0.789,12,42,31,5,5,9,23
24,24,2019-12-11,,MEM,L,108,115,100,106.5,108,0.323,0.366,0.508,44.4,78.4,5.6,6.3,,0.446,10.2,14.3,0.269,,0.54,15.5,83.7,0.241,24,24,2019-12-11,,MEM,L,108,115,37,93,0.398,9,34,0.265,25,30,0.833,8,44,29,6,4,12,20
25,25,2019-12-14,,SAS,L,119,121,100.4,102.1,107.3,0.252,0.388,0.52,48.8,64.4,4.2,6.6,,0.485,8,10.3,0.184,,0.453,8.3,84.1,0.236,25,25,2019-12-14,,SAS,L,119,121,45,103,0.437,10,40,0.25,19,26,0.731,6,59,29,5,5,10,24
26,26,2019-12-16,,POR,L,110,111,106.7,107.7,103,0.211,0.378,0.559,51.8,75.6,10.7,10,,0.522,16.9,25.6,0.178,,0.56,17.7,78.6,0.202,26,26,2019-12-16,,POR,L,110,111,41,90,0.456,12,34,0.353,16,19,0.842,11,44,31,11,5,20,21
27,27,2019-12-17,@,LAC,L,99,120,93.7,113.5,105.7,0.098,0.343,0.465,53.2,73.2,10.4,5.3,,0.451,15.2,29.6,0.069,,0.584,13.2,85,0.18,27,27,2019-12-17,@,LAC,L,99,120,41,102,0.402,10,35,0.286,7,10,0.7,16,50,30,11,3,19,23
28,28,2019-12-20,@,OKC,L,108,126,109.2,127.4,98.9,0.264,0.368,0.556,47.4,68.4,9.1,6.3,,0.5,13.4,26.7,0.241,,0.621,13.5,75.8,0.207,28,28,2019-12-20,@,OKC,L,108,126,38,87,0.437,11,32,0.344,21,23,0.913,12,37,26,9,4,15,29
29,29,2019-12-21,,HOU,L,125,139,124.6,138.6,100.3,0.33,0.308,0.6,52.6,55.3,5,2.2,,0.56,7.1,23.8,0.253,,0.695,9.3,86.1,0.207,29,29,2019-12-21,,HOU,L,125,139,47,91,0.516,8,28,0.286,23,30,0.767,10,41,26,5,1,8,18
30,30,2019-12-23,,DEN,L,111,113,111.3,113.3,99.7,0.207,0.425,0.585,49.4,69,10,0,,0.557,15.2,21.4,0.161,,0.647,19.9,82.9,0.154,30,30,2019-12-23,,DEN,L,111,113,42,87,0.483,13,37,0.351,14,18,0.778,9,38,29,10,0,17,19
31,31,2019-12-27,@,GSW,L,96,105,96.9,106,99.1,0.32,0.44,0.561,54.4,62.9,6.1,1.5,,0.513,23.3,26.8,0.253,,0.462,8.8,77.6,0.217,31,31,2019-12-27,@,GSW,L,96,105,35,75,0.467,7,33,0.212,19,24,0.792,11,49,22,6,1,26,21
32,32,2019-12-28,@,SAC,W,112,110,115.5,113.4,97,0.174,0.302,0.605,52.6,66.7,10.3,3.8,,0.576,12.3,19.4,0.151,,0.56,11.3,82.5,0.19,32,32,2019-12-28,@,SAC,W,112,110,45,86,0.523,9,26,0.346,13,15,0.867,7,40,30,10,2,13,21
33,33,2019-12-30,@,POR,W,122,116,124.4,118.3,98.1,0.239,0.25,0.6,51.2,65.9,6.1,6.5,,0.549,8.1,23.8,0.228,,0.531,7.1,77.3,0.146,33,33,2019-12-30,@,POR,W,122,116,44,92,0.478,13,23,0.565,21,22,0.955,10,44,29,6,4,9,17
34,34,2020-01-01,@,LAL,L,107,117,107.3,117.3,99.7,0.267,0.267,0.557,51.1,76.2,7,4.8,,0.523,12.7,25.6,0.198,,0.517,10.3,73.5,0.267,34,34,2020-01-01,@,LAL,L,107,117,42,86,0.488,6,23,0.261,17,23,0.739,11,47,32,7,3,14,28
35,35,2020-01-03,,NYK,W,120,112,114.9,107.2,104.5,0.367,0.311,0.574,48,66.7,6.7,5.5,,0.522,8.7,18.8,0.289,,0.5,12.5,75,0.217,35,35,2020-01-03,,NYK,W,120,112,42,90,0.467,10,28,0.357,26,33,0.788,9,48,28,7,3,10,25
36,36,2020-01-05,,MEM,L,114,121,111.3,118.2,102.4,0.274,0.274,0.536,52.3,58.1,6.8,9.8,,0.484,8.6,23.5,0.232,,0.651,15,91.9,0.157,36,36,2020-01-05,,MEM,L,114,121,43,95,0.453,6,26,0.231,22,26,0.846,12,46,25,7,4,10,19
37,37,2020-01-07,,SAC,L,103,114,104.5,115.7,98.5,0.286,0.455,0.594,50,64.9,4.1,4.2,,0.552,16.4,15.4,0.234,,0.53,13.5,81.4,0.298,37,37,2020-01-07,,SAC,L,103,114,37,77,0.481,11,35,0.314,18,22,0.818,6,41,24,4,2,17,25
38,38,2020-01-10,,ORL,W,98,94,103.8,99.6,94.4,0.329,0.354,0.542,47.3,57.6,10.6,14.3,,0.475,13.4,20.5,0.291,,0.421,12.3,71.4,0.213,38,38,2020-01-10,,ORL,W,98,94,33,79,0.418,9,28,0.321,23,26,0.885,9,44,19,10,8,14,21
39,39,2020-01-12,,CHO,W,100,92,103.9,95.6,96.2,0.22,0.256,0.556,58,53.7,8.3,9.8,,0.543,16.7,29.3,0.134,,0.465,13,83,0.14,39,39,2020-01-12,,CHO,W,100,92,41,82,0.5,7,21,0.333,11,18,0.611,12,51,22,8,5,18,19
40,40,2020-01-14,@,ATL,L,110,123,109.5,122.4,100.5,0.368,0.23,0.544,46.5,50,9,9.7,,0.483,9.8,22.7,0.299,,0.57,12.8,71.4,0.183,40,40,2020-01-14,@,ATL,L,110,123,40,87,0.46,4,20,0.2,26,32,0.813,10,40,20,9,6,11,19
41,41,2020-01-16,@,NYK,W,121,98,115.8,93.8,104.5,0.196,0.326,0.605,57,66,10.5,6.3,,0.576,16,31.8,0.163,,0.456,15.2,79.6,0.178,41,41,2020-01-16,@,NYK,W,121,98,47,92,0.511,12,30,0.4,15,18,0.833,14,53,31,11,4,19,22
42,42,2020-01-18,@,BOS,W,123,119,114.1,110.4,107.8,0.337,0.348,0.602,57.1,64.3,5.6,11.1,,0.545,12.8,22.2,0.292,,0.516,9.4,91.3,0.208,42,42,2020-01-18,@,BOS,W,123,119,42,89,0.472,13,31,0.419,26,30,0.867,10,52,27,6,6,15,16
43,43,2020-01-20,,SAS,L,118,120,122.2,124.3,96.5,0.375,0.275,0.633,58.1,61.9,3.1,5.4,,0.575,13.1,24.2,0.325,,0.592,7.6,85.4,0.195,43,43,2020-01-20,,SAS,L,118,120,42,80,0.525,8,22,0.364,26,30,0.867,8,43,26,3,3,14,19
44,44,2020-01-22,,IND,L,87,112,90.1,116,96.5,0.31,0.238,0.456,51.2,43.3,7.3,4.7,,0.381,12,19.1,0.274,,0.589,8.8,89.7,0.155,44,44,2020-01-22,,IND,L,87,112,30,84,0.357,4,20,0.2,23,26,0.885,9,44,13,7,3,13,20
45,45,2020-01-24,@,SAS,W,103,99,109.6,105.4,94,0.25,0.345,0.552,49.4,64.1,6.4,7.5,,0.512,12.2,23.3,0.202,,0.455,13.1,76.2,0.359,45,45,2020-01-24,@,SAS,W,103,99,39,84,0.464,8,29,0.276,17,21,0.81,10,42,25,6,4,13,27
46,46,2020-01-26,@,MEM,L,109,114,99.7,104.2,109.4,0.38,0.315,0.507,47.7,65.7,12.8,10.8,,0.44,13.7,24,0.304,,0.571,20.8,78.9,0.214,46,46,2020-01-26,@,MEM,L,109,114,35,92,0.38,11,29,0.379,28,35,0.8,12,42,23,14,7,17,27
47,47,2020-01-28,@,DAL,W,133,104,136.4,106.7,97.5,0.244,0.326,0.698,54.2,66.7,10.3,8,,0.663,10.4,24.2,0.221,,0.488,13.7,79.5,0.277,47,47,2020-01-28,@,DAL,W,133,104,51,86,0.593,12,28,0.429,19,21,0.905,8,39,34,10,4,11,25
48,48,2020-01-31,,OKC,L,107,111,111.7,115.9,95.8,0.382,0.316,0.603,49.4,55.6,6.3,9.1,,0.533,17.6,29.7,0.342,,0.469,10.1,65.9,0.206,48,48,2020-01-31,,OKC,L,107,111,36,76,0.474,9,24,0.375,26,29,0.897,11,40,20,6,6,19,25
49,49,2020-02-02,@,MIL,L,108,129,101.4,121.1,106.5,0.221,0.221,0.473,45,48.8,7.5,5.1,,0.423,8.1,25.4,0.192,,0.572,12.8,68,0.186,49,49,2020-02-02,@,MIL,L,108,129,41,104,0.394,6,23,0.261,20,23,0.87,15,49,20,8,3,10,24
50,50,2020-02-03,@,BRK,L,97,119,97.5,119.6,99.5,0.2,0.189,0.495,49.4,59,7,10.9,,0.467,14,29.2,0.144,,0.567,14.8,74.4,0.202,50,50,2020-02-03,@,BRK,L,97,119,39,90,0.433,6,17,0.353,13,18,0.722,14,43,23,7,6,16,21
51,51,2020-02-05,@,DET,L,108,116,119.2,128,90.6,0.195,0.338,0.646,46.8,69,4.4,7.5,,0.623,15.2,20,0.156,,0.547,5.6,68.2,0.126,51,51,2020-02-05,@,DET,L,108,116,42,77,0.545,12,26,0.462,12,15,0.8,7,37,29,4,5,15,21
52,52,2020-02-07,,HOU,W,127,91,127.2,91.1,99.8,0.351,0.403,0.714,63.8,67.4,10,24.3,,0.656,20.6,32.3,0.338,,0.406,13.5,83.7,0.259,52,52,2020-02-07,,HOU,W,127,91,43,77,0.558,15,31,0.484,26,27,0.963,10,51,29,10,9,23,15
53,53,2020-02-08,,DEN,L,108,117,112.6,122,95.9,0.264,0.368,0.556,50.6,65.8,7.3,7.4,,0.489,11.8,25.6,0.264,,0.616,13.3,78.9,0.195,53,53,2020-02-08,,DEN,L,108,117,38,87,0.437,9,32,0.281,23,23,1,11,41,25,7,4,13,18
54,54,2020-02-10,@,LAL,L,100,125,101.3,126.7,98.7,0.408,0.408,0.558,33,81.3,7.1,3.7,,0.493,12.7,6.5,0.329,,0.593,13.6,61.9,0.187,54,54,2020-02-10,@,LAL,L,100,125,32,76,0.421,11,31,0.355,25,31,0.806,3,29,26,7,2,13,19
55,55,2020-02-12,,GSW,W,112,106,110.3,104.4,101.5,0.165,0.407,0.574,51.3,59.5,13.8,8.7,,0.538,12.5,19,0.154,,0.578,20.5,88.9,0.221,55,55,2020-02-12,,GSW,W,112,106,42,91,0.462,14,37,0.378,14,15,0.933,8,40,25,14,4,14,21
56,56,2020-02-21,@,TOR,L,101,118,96.9,113.2,104.2,0.25,0.37,0.495,41.5,76.3,11.5,7,,0.446,14.3,19.6,0.207,,0.613,19.7,77.4,0.25,56,56,2020-02-21,@,TOR,L,101,118,38,92,0.413,6,34,0.176,19,23,0.826,10,34,29,12,3,17,23
57,57,2020-02-22,@,CHI,W,112,104,111.7,103.8,100.2,0.36,0.349,0.562,55.3,68.4,10,8.9,,0.5,16,38.6,0.302,,0.518,21.3,73.2,0.217,57,57,2020-02-22,@,CHI,W,112,104,38,86,0.442,10,30,0.333,26,31,0.839,17,47,26,10,4,19,23
58,58,2020-02-24,@,UTA,W,131,111,134.1,113.6,97.7,0.276,0.23,0.671,55.9,67.3,10.2,2.4,,0.632,11.8,30.6,0.241,,0.544,17.9,84.4,0.544,58,58,2020-02-24,@,UTA,W,131,111,49,87,0.563,12,20,0.6,21,24,0.875,11,38,33,10,1,13,31
59,59,2020-02-26,,LAC,L,92,102,98.6,109.3,93.4,0.207,0.391,0.485,51.1,85.3,8.6,6.5,,0.443,14.4,28.6,0.172,,0.524,14.2,75.6,0.167,59,59,2020-02-26,,LAC,L,92,102,34,87,0.391,9,34,0.265,15,18,0.833,14,48,29,8,3,16,17
60,60,2020-02-28,,DET,L,111,113,117.7,119.8,94.3,0.227,0.307,0.673,55.1,68.9,9.5,8.6,,0.66,17.9,19.2,0.16,,0.561,9.3,76.7,0.133,60,60,2020-02-28,,DET,L,111,113,45,75,0.6,9,23,0.391,12,17,0.706,5,38,31,9,5,18,14
61,61,2020-02-29,,GSW,L,99,115,100.4,116.6,98.6,0.277,0.349,0.532,44.9,70.6,3,8.8,,0.482,16.9,18.2,0.229,,0.523,9,71.1,0.276,61,61,2020-02-29,,GSW,L,99,115,34,83,0.41,12,29,0.414,19,23,0.826,8,40,24,3,5,19,25
62,62,2020-03-03,,TOR,L,114,123,108.8,117.3,104.8,0.294,0.459,0.594,42.7,76.9,5.7,11.5,,0.547,15.8,13.6,0.247,,0.547,12.9,76.3,0.337,62,62,2020-03-03,,TOR,L,114,123,39,85,0.459,15,39,0.385,21,25,0.84,6,35,30,6,6,18,22
63,63,2020-03-06,,POR,W,127,117,129.3,119.1,98.2,0.209,0.462,0.639,54.7,64.4,9.2,7.3,,0.599,10.8,33.3,0.198,,0.569,14.1,78,0.207,63,63,2020-03-06,,POR,W,127,117,45,91,0.495,19,42,0.452,18,19,0.947,15,47,29,9,4,12,22
64,64,2020-03-08,,MIL,W,140,131,134.1,125.5,104.4,0.365,0.506,0.71,56.6,63.8,5.7,6.5,,0.665,12.4,21.6,0.318,,0.605,8.8,84.8,0.168,64,64,2020-03-08,,MIL,W,140,131,47,85,0.553,19,43,0.442,27,31,0.871,8,47,30,6,4,14,23
65,65,2020-03-10,@,POR,L,105,121,106.6,122.8,98.5,0.287,0.368,0.536,48.3,74.3,3,9.3,,0.466,12.5,19.6,0.276,,0.601,10.2,79.1,0.157,65,65,2020-03-10,@,POR,L,105,121,35,87,0.402,11,32,0.344,24,25,0.96,9,43,26,3,5,14,16
Rk POR,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk POR,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-23,,DEN,L,100,108,100.1,108.1,99.9,0.264,0.322,0.515,51.6,36.1,9,8.2,,0.454,17.1,27.7,0.241,,0.531,17,76.1,0.272,1,1,2019-10-23,,DEN,L,100,108,36,87,0.414,7,28,0.25,21,23,0.913,13,48,13,9,4,20,25
2,2,2019-10-25,@,SAC,W,122,112,119.5,109.7,102.1,0.259,0.353,0.644,48.2,50,7.8,10,,0.606,14.5,14.3,0.224,,0.511,14.7,72.9,0.264,2,2,2019-10-25,@,SAC,W,122,112,46,85,0.541,11,30,0.367,19,22,0.864,5,40,23,8,5,16,23
3,3,2019-10-27,@,DAL,W,121,119,113.4,111.6,106.7,0.299,0.253,0.615,51.1,28.9,5.6,9.1,,0.569,14,17.1,0.253,,0.463,8.9,77.4,0.34,3,3,2019-10-27,@,DAL,W,121,119,45,87,0.517,9,22,0.409,22,26,0.846,7,48,13,6,4,16,30
4,4,2019-10-28,@,SAS,L,110,113,100.8,103.5,109.1,0.27,0.33,0.492,49.5,48.7,3.7,12.7,,0.44,8.2,17.3,0.22,,0.524,15.4,85.1,0.282,4,4,2019-10-28,@,SAS,L,110,113,39,100,0.39,10,33,0.303,22,27,0.815,9,49,19,4,8,10,27
5,5,2019-10-30,@,OKC,W,102,99,98.9,96,103.1,0.279,0.407,0.528,47.1,55.9,8.7,14,,0.494,15,17.6,0.198,,0.417,15.2,75.5,0.345,5,5,2019-10-30,@,OKC,W,102,99,34,86,0.395,17,35,0.486,17,24,0.708,9,49,19,9,8,17,30
6,6,2019-11-02,,PHI,L,128,129,122.7,123.7,104.3,0.321,0.436,0.719,43.9,46.7,6.7,5.4,,0.699,16.8,10.8,0.244,,0.556,8.9,71.1,0.093,6,6,2019-11-02,,PHI,L,128,129,45,78,0.577,19,34,0.559,19,25,0.76,4,36,21,7,4,18,21
7,7,2019-11-04,@,GSW,L,118,127,118.9,128,99.2,0.133,0.381,0.531,48.4,34,5,10,,0.51,5.1,29.1,0.105,,0.547,8.9,77.8,0.384,7,7,2019-11-04,@,GSW,L,118,127,47,105,0.448,13,40,0.325,11,14,0.786,16,44,16,5,6,6,23
8,8,2019-11-07,@,LAC,L,101,107,97.5,103.3,103.6,0.154,0.375,0.455,47.2,46.2,6.8,6.1,,0.428,10.5,27.9,0.115,,0.461,14.3,72.3,0.281,8,8,2019-11-07,@,LAC,L,101,107,39,104,0.375,11,39,0.282,12,16,0.75,17,51,18,7,4,13,27
9,9,2019-11-08,,BRK,L,115,119,114.4,118.4,100.5,0.258,0.309,0.532,48.5,27.5,3,14.5,,0.469,8.5,27.1,0.247,,0.495,7.4,68.6,0.212,9,9,2019-11-08,,BRK,L,115,119,40,97,0.412,11,30,0.367,24,25,0.96,13,48,11,3,9,10,24
10,10,2019-11-10,,ATL,W,124,113,107.8,98.2,104.2,0.269,0.346,0.533,56,42.2,8.7,14.3,,0.49,12.8,30.2,0.212,,0.457,12.2,80.4,0.173,10,10,2019-11-10,,ATL,W,124,113,45,104,0.433,12,36,0.333,22,28,0.786,16,61,19,10,9,17,22
11,11,2019-11-12,@,SAC,L,99,107,101.1,109.2,97.9,0.39,0.39,0.549,46.5,44.1,4.1,9.3,,0.494,15.9,16.7,0.299,,0.506,12.6,75,0.233,11,11,2019-11-12,@,SAC,L,99,107,34,77,0.442,8,30,0.267,23,30,0.767,7,40,15,4,5,17,19
12,12,2019-11-13,,TOR,L,106,114,109.1,117.3,97.2,0.167,0.5,0.514,46.2,63.2,3.1,11.7,,0.484,10.4,23.4,0.135,,0.533,10.8,69.6,0.174,12,12,2019-11-13,,TOR,L,106,114,38,96,0.396,17,48,0.354,13,16,0.813,11,43,24,3,7,12,16
13,13,2019-11-16,@,SAS,W,121,116,116.1,111.3,104.2,0.28,0.419,0.579,52.7,50,1.9,5.7,,0.522,10.3,20,0.258,,0.494,8.9,84.8,0.33,13,13,2019-11-16,@,SAS,W,121,116,42,93,0.452,13,39,0.333,24,26,0.923,9,48,21,2,4,12,20
14,14,2019-11-18,@,HOU,L,108,132,100.3,122.6,107.7,0.24,0.375,0.509,43.1,70,6.5,9.1,,0.474,13.8,22.6,0.177,,0.555,12.6,65.3,0.21,14,14,2019-11-18,@,HOU,L,108,132,40,96,0.417,11,36,0.306,17,23,0.739,12,44,28,7,5,17,21
15,15,2019-11-19,@,NOP,L,104,115,103.9,114.9,100.1,0.141,0.315,0.532,47.5,50,5,7,,0.522,14.8,22.9,0.087,,0.511,11.2,69.8,0.215,15,15,2019-11-19,@,NOP,L,104,115,40,92,0.435,16,29,0.552,8,13,0.615,11,48,20,5,4,17,23
16,16,2019-11-21,@,MIL,L,129,137,121.1,128.6,106.5,0.136,0.379,0.591,41.4,64,5.6,17.5,,0.568,6.8,18.4,0.117,,0.547,9.3,64,0.198,16,16,2019-11-21,@,MIL,L,129,137,50,103,0.485,17,39,0.436,12,14,0.857,9,41,32,6,11,8,27
17,17,2019-11-23,@,CLE,L,104,110,105,111,99.1,0.184,0.46,0.553,42.2,53.8,6.1,10.7,,0.529,9.6,12.2,0.138,,0.483,11.4,78,0.299,17,17,2019-11-23,@,CLE,L,104,110,39,87,0.448,14,40,0.35,12,16,0.75,6,38,21,6,6,10,20
