Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk ATL,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
11,11,2019-11-13,,SAS,W,129,114,127,112.3,101.6,0.374,0.374,0.609,53.2,55.6,10.8,5.5,,0.555,8.6,27.7,0.308,,0.506,9.7,78.7,0.256,11,11,2019-11-13,,SAS,W,129,114,45,91,0.495,11,34,0.324,28,34,0.824,13,50,25,11,4,10,25
12,12,2019-11-15,,WAS,L,116,137,105.3,124.3,110.2,0.326,0.416,0.57,45.7,61.9,5.4,6.9,,0.534,16.4,19.1,0.236,,0.59,10.5,72.3,0.19,12,12,2019-11-15,,WAS,L,116,137,42,89,0.472,11,37,0.297,21,29,0.724,9,43,26,6,5,20,20
13,13,2019-11-16,,HOU,L,105,125,108.2,128.8,97.1,0.274,0.452,0.558,52.3,60.5,7.2,11.1,,0.524,16.1,31.7,0.202,,0.559,10.4,70.2,0.213,13,13,2019-11-16,,HOU,L,105,125,38,84,0.452,12,38,0.316,17,23,0.739,13,46,23,7,5,18,20
14,14,2019-11-18,@,UTA,W,112,102,105.2,95.8,106.5,0.213,0.427,0.575,49,53.7,5.6,15.4,,0.539,13.3,10.9,0.18,,0.427,11.5,79.3,0.208,14,14,2019-11-18,@,UTA,W,112,102,41,89,0.461,14,38,0.368,16,19,0.842,5,51,22,6,10,15,25
15,15,2019-11-20,,UTA,L,95,103,99.6,108,95.3,0.236,0.506,0.484,50,37.1,5.2,17,,0.472,11.7,24,0.124,,0.488,10.1,75,0.221,15,15,2019-11-20,,UTA,L,95,103,35,89,0.393,14,45,0.311,11,21,0.524,12,51,13,5,9,13,20
16,16,2019-11-23,,PHO,L,98,100,97,99,101,0.187,0.462,0.498,50.4,68.4,2,16.4,,0.484,12.4,17,0.11,,0.396,6.1,80,0.25,16,16,2019-11-23,,PHO,L,98,100,38,91,0.418,12,42,0.286,10,17,0.588,9,57,26,2,10,14,23
17,17,2019-11-25,@,ATL,W,125,113,118.5,107.1,105.5,0.4,0.389,0.591,52.8,65.9,9.5,9.7,,0.539,10.9,29.8,0.311,,0.489,13.9,78.6,0.223,17,17,2019-11-25,@,ATL,W,125,113,41,90,0.456,15,35,0.429,28,36,0.778,14,47,27,10,6,13,25
18,18,2019-11-27,@,SAS,W,113,101,113.2,101.1,99.9,0.318,0.471,0.583,53.5,75.7,4,8.8,,0.541,10.2,15.6,0.247,,0.448,5.4,85.2,0.144,18,18,2019-11-27,@,SAS,W,113,101,37,85,0.435,18,40,0.45,21,27,0.778,7,53,28,4,6,11,19
19,19,2019-12-01,,MEM,L,107,115,102.4,110,104.5,0.412,0.424,0.533,51.5,66.7,6.7,10,,0.453,13.7,20.8,0.353,,0.49,9.1,78.2,0.17,19,19,2019-12-01,,MEM,L,107,115,33,85,0.388,11,36,0.306,30,35,0.857,10,53,22,7,6,16,21
20,20,2019-12-04,@,DAL,L,114,121,121.5,129,93.8,0.292,0.427,0.568,49.4,62.2,5.3,12.7,,0.511,10.7,31.9,0.258,,0.56,7.3,69,0.196,20,20,2019-12-04,@,DAL,L,114,121,37,89,0.416,17,38,0.447,23,26,0.885,15,44,23,5,7,12,21
21,21,2019-12-06,@,OKC,L,127,139,122.1,133.7,94.2,0.208,0.396,0.606,48,50,7.7,2.9,,0.589,11,25,0.146,,0.585,8.7,74.3,0.409,21,21,2019-12-06,@,OKC,L,127,139,50,96,0.521,13,38,0.342,14,20,0.7,10,36,25,8,2,13,29
22,22,2019-12-08,@,LAL,L,125,142,123.4,140.2,101.3,0.31,0.44,0.655,43.1,61.4,4.9,9.5,,0.613,13.6,16.2,0.262,,0.66,8.9,71.4,0.191,22,22,2019-12-08,@,LAL,L,125,142,44,84,0.524,15,37,0.405,22,26,0.846,6,31,27,5,6,15,18
23,23,2019-12-09,@,PHO,L,109,125,110.2,126.3,98.9,0.341,0.259,0.557,51.7,35,6.1,12.7,,0.506,14.1,26.8,0.271,,0.579,8,73.9,0.158,23,23,2019-12-09,@,PHO,L,109,125,40,85,0.471,6,22,0.273,23,29,0.793,11,45,14,6,7,16,23
24,24,2019-12-11,,UTA,L,116,127,121.2,132.7,95.7,0.286,0.451,0.566,48.3,45,9.4,6.3,,0.522,9.7,30.6,0.231,,0.663,13.9,71.1,0.205,24,24,2019-12-11,,UTA,L,116,127,40,91,0.44,15,41,0.366,21,26,0.808,15,42,18,9,3,11,19
25,25,2019-12-13,,LAC,L,117,124,108.9,115.4,107.4,0.435,0.482,0.578,46.4,44.7,8.4,5.6,,0.506,15.1,15.9,0.365,,0.563,16.5,80,0.443,25,25,2019-12-13,,LAC,L,117,124,38,85,0.447,10,41,0.244,31,37,0.838,7,39,17,9,3,18,26
26,26,2019-12-18,,NOP,L,99,107,98.9,106.9,100.1,0.284,0.411,0.463,43.9,55.6,9,5.7,,0.432,8.6,21.4,0.179,,0.523,15.1,73.8,0.198,26,26,2019-12-18,,NOP,L,99,107,36,95,0.379,10,39,0.256,17,27,0.63,12,43,20,9,3,10,18
27,27,2019-12-20,@,DEN,L,100,109,104.7,114.1,95.6,0.31,0.483,0.506,51.1,55.6,8.4,13.1,,0.471,12.4,32,0.207,,0.551,13.7,75,0.124,27,27,2019-12-20,@,DEN,L,100,109,36,87,0.414,10,42,0.238,18,27,0.667,16,46,20,8,8,14,15
28,28,2019-12-21,@,POR,L,106,113,104.7,111.6,101.2,0.184,0.425,0.564,46.4,42.1,7.9,13.6,,0.523,14.5,17.5,0.172,,0.495,11.8,72.7,0.213,28,28,2019-12-21,@,POR,L,106,113,38,87,0.437,15,37,0.405,15,16,0.938,7,39,16,8,8,16,18
29,29,2019-12-23,@,GSW,L,104,113,100.3,109,103.6,0.333,0.391,0.521,42.1,45.7,9.6,12.3,,0.466,13.8,17.6,0.264,,0.506,15.9,70.5,0.287,29,29,2019-12-23,@,GSW,L,104,113,35,87,0.402,11,34,0.324,23,29,0.793,9,40,16,10,7,16,18
30,30,2019-12-26,@,SAC,W,105,104,93.7,92.8,92.7,0.279,0.442,0.45,49.2,63.9,6.2,7.4,,0.394,10,21.5,0.221,,0.388,9.2,76.1,0.196,30,30,2019-12-26,@,SAC,W,105,104,36,104,0.346,10,46,0.217,23,29,0.793,14,65,23,7,5,13,20
31,31,2019-12-28,,CLE,L,88,94,85.4,91.2,103.1,0.204,0.398,0.434,40,51.5,16.5,14,,0.398,15.1,23.3,0.151,,0.442,23.2,65,0.338,31,31,2019-12-28,,CLE,L,88,94,33,93,0.355,8,37,0.216,14,19,0.737,14,40,17,17,8,18,29
32,32,2019-12-30,,BRK,W,122,115,103.5,97.6,106.7,0.279,0.423,0.522,50.8,47.6,10.2,13.8,,0.486,10.7,17.7,0.202,,0.48,12.6,87.5,0.202,32,32,2019-12-30,,BRK,W,122,115,42,104,0.404,17,44,0.386,21,29,0.724,11,60,20,12,8,14,22
33,33,2020-01-01,@,MIL,L,104,106,96.8,98.6,107.5,0.308,0.505,0.503,44.4,52.9,6.5,13.8,,0.456,9.6,11.1,0.231,,0.473,13.9,77.8,0.181,33,33,2020-01-01,@,MIL,L,104,106,34,91,0.374,15,46,0.326,21,28,0.75,6,48,18,7,8,11,25
34,34,2020-01-02,,GSW,W,99,84,105.4,89.5,93.9,0.179,0.453,0.483,54.7,57.9,7.5,12.3,,0.468,10.5,32.1,0.105,,0.448,15.6,83.3,0.195,34,34,2020-01-02,,GSW,W,99,84,38,95,0.4,13,43,0.302,10,17,0.588,17,52,22,7,7,12,20
35,35,2020-01-05,@,CLE,W,118,103,119,103.8,99.2,0.137,0.4,0.586,49.4,68.1,16.1,13.6,,0.568,13.7,30.4,0.105,,0.524,17.8,70.7,0.179,35,35,2020-01-05,@,CLE,W,118,103,47,95,0.495,14,38,0.368,10,13,0.769,14,43,32,16,8,16,19
36,36,2020-01-07,@,MEM,L,112,119,108.6,115.4,103.1,0.233,0.522,0.564,47.6,57.5,9.7,1.6,,0.528,15.4,22.2,0.189,,0.562,13.2,76.9,0.213,36,36,2020-01-07,@,MEM,L,112,119,40,90,0.444,15,47,0.319,17,21,0.81,10,40,23,10,1,18,23
37,37,2020-01-09,,POR,W,116,102,118.4,104.1,98,0.236,0.36,0.59,57.7,56.8,7.1,15.3,,0.567,12.5,35.7,0.169,,0.422,8.4,74.5,0.219,37,37,2020-01-09,,POR,W,116,102,44,89,0.494,13,32,0.406,15,21,0.714,15,56,25,7,9,14,28
38,38,2020-01-11,@,HOU,L,109,139,97.2,123.9,112.2,0.379,0.505,0.492,43.1,77.8,10.7,8,,0.447,14,22,0.253,,0.611,14.3,72.1,0.242,38,38,2020-01-11,@,HOU,L,109,139,36,95,0.379,13,48,0.271,24,36,0.667,13,44,28,12,4,18,18
39,39,2020-01-13,,OKC,L,104,117,105.4,118.5,98.7,0.231,0.385,0.519,42,60.5,10.1,11.5,,0.484,8.2,17,0.176,,0.573,13.8,80,0.28,39,39,2020-01-13,,OKC,L,104,117,38,91,0.418,12,35,0.343,16,21,0.762,9,37,23,10,6,9,21
40,40,2020-01-15,,IND,L,99,104,101.2,106.3,97.9,0.182,0.318,0.521,50,68.4,6.1,11.3,,0.494,13.6,20.8,0.136,,0.559,14.2,83.3,0.106,40,40,2020-01-15,,IND,L,99,104,38,88,0.432,11,28,0.393,12,16,0.75,10,45,26,6,7,15,14
41,41,2020-01-17,@,IND,L,114,116,114.3,116.3,99.8,0.239,0.443,0.586,46.8,55,4,1.7,,0.551,11.8,15.9,0.193,,0.61,12.5,87.9,0.195,41,41,2020-01-17,@,IND,L,114,116,40,88,0.455,17,39,0.436,17,21,0.81,7,36,22,4,1,13,19
42,42,2020-01-18,,TOR,L,112,122,106.3,115.7,105.4,0.287,0.532,0.529,53.8,89.5,7.6,8.9,,0.479,13.8,25.5,0.234,,0.588,12.4,84.1,0.165,42,42,2020-01-18,,TOR,L,112,122,38,94,0.404,14,50,0.28,22,27,0.815,12,49,34,8,5,17,18
43,43,2020-01-20,,DEN,L,100,107,107.3,114.9,93.2,0.154,0.462,0.515,44.2,68.4,7.5,8.5,,0.489,8.5,21.6,0.121,,0.539,12,70.5,0.111,43,43,2020-01-20,,DEN,L,100,107,38,91,0.418,13,42,0.31,11,14,0.786,11,42,26,7,5,9,11
44,44,2020-01-22,@,CHI,L,110,117,109.2,116.1,100.8,0.279,0.512,0.57,46.2,65.9,6.9,5.6,,0.564,15.7,20.8,0.151,,0.518,10.7,73.3,0.357,44,44,2020-01-22,@,CHI,L,110,117,41,86,0.477,15,44,0.341,13,24,0.542,10,43,27,7,3,18,25
45,45,2020-01-24,,HOU,L,124,131,114.9,121.4,107.9,0.204,0.327,0.581,59.3,58.3,7.4,13.6,,0.546,13.7,30.2,0.173,,0.577,9.5,88.4,0.286,45,45,2020-01-24,,HOU,L,124,131,48,98,0.49,11,32,0.344,17,20,0.85,13,51,28,8,8,17,26
46,46,2020-01-25,,OKC,L,104,113,104.2,113.2,99.8,0.2,0.478,0.531,48.8,82.5,9,7.1,,0.511,11.7,14.9,0.133,,0.556,10.8,91.9,0.3,46,46,2020-01-25,,OKC,L,104,113,40,90,0.444,12,43,0.279,12,18,0.667,7,41,33,9,4,13,21
47,47,2020-01-27,,SAC,L,129,133,118.2,121.9,98.8,0.371,0.517,0.623,50.6,67.4,6.4,16.7,,0.612,16.2,22.2,0.225,,0.602,12.7,79.5,0.307,47,47,2020-01-27,,SAC,L,129,133,43,89,0.483,23,46,0.5,20,33,0.606,10,45,29,7,8,20,27
48,48,2020-02-01,@,LAC,L,106,118,99.5,110.7,106.5,0.44,0.464,0.529,46.8,70.6,8.4,6.3,,0.446,14.5,13.6,0.369,,0.52,10.9,76,0.163,48,48,2020-02-01,@,LAC,L,106,118,34,84,0.405,7,39,0.179,31,37,0.838,6,44,24,9,4,17,20
49,49,2020-02-03,@,SAC,L,109,113,114.3,118.5,95.4,0.329,0.447,0.56,57,67.6,12.6,12.5,,0.512,14.1,34.1,0.259,,0.6,15.3,81.6,0.307,49,49,2020-02-03,@,SAC,L,109,113,37,85,0.435,13,38,0.342,22,28,0.786,14,45,25,12,6,16,25
50,50,2020-02-05,,ATL,L,120,127,111.2,117.7,107.9,0.308,0.385,0.581,42.9,40,12.1,14,,0.544,13.4,14,0.231,,0.604,16.6,79.4,0.341,50,50,2020-02-05,,ATL,L,120,127,45,91,0.495,9,35,0.257,21,28,0.75,6,33,18,13,7,16,21
51,51,2020-02-08,,LAC,W,142,115,136,110.1,104.4,0.189,0.463,0.69,51.7,75,7.7,5,,0.684,10.4,20.5,0.126,,0.529,13.2,82.2,0.279,51,51,2020-02-08,,LAC,W,142,115,52,95,0.547,26,44,0.591,12,18,0.667,9,46,39,8,3,12,21
52,52,2020-02-10,@,TOR,L,126,137,115.9,126.1,108.7,0.407,0.465,0.621,48.1,61.5,5.5,7.1,,0.558,18.5,23.8,0.349,,0.669,15.4,75.7,0.202,52,52,2020-02-10,@,TOR,L,126,137,39,86,0.453,18,40,0.45,30,35,0.857,10,38,24,6,4,23,19
53,53,2020-02-12,,CHO,L,108,115,106.2,113.1,101.7,0.198,0.485,0.492,48,64.1,9.8,12.1,,0.455,9.1,25.9,0.158,,0.543,11.3,73.9,0.163,53,53,2020-02-12,,CHO,L,108,115,39,101,0.386,14,49,0.286,16,20,0.8,14,48,25,10,7,11,19
54,54,2020-02-21,,BOS,L,117,127,114.4,124.1,102.3,0.393,0.472,0.56,42.6,63.9,7.8,15.2,,0.489,7.1,16,0.337,,0.516,8.2,68.6,0.305,54,54,2020-02-21,,BOS,L,117,127,36,89,0.404,15,42,0.357,30,35,0.857,8,43,23,8,10,8,27
55,55,2020-02-23,@,DEN,L,116,128,110.9,122.4,104.6,0.322,0.444,0.564,50,65,6.7,3.3,,0.522,12.7,21.4,0.244,,0.65,11.8,85.3,0.122,55,55,2020-02-23,@,DEN,L,116,128,40,90,0.444,14,40,0.35,22,29,0.759,9,38,26,7,2,15,16
56,56,2020-02-24,@,DAL,L,123,139,111.8,126.3,110,0.358,0.442,0.559,43.8,38.1,3.6,10.5,,0.521,9.1,14.9,0.253,,0.584,9.6,71.4,0.208,56,56,2020-02-24,@,DAL,L,123,139,42,95,0.442,15,42,0.357,24,34,0.706,7,42,16,4,6,11,22
57,57,2020-02-26,@,MIA,W,129,126,118.1,115.3,109.3,0.275,0.505,0.632,43.4,59.6,14.6,15.4,,0.61,13.6,12.5,0.198,,0.596,17.8,77.8,0.423,57,57,2020-02-26,@,MIA,W,129,126,47,91,0.516,17,46,0.37,18,25,0.72,5,33,28,16,8,16,35
58,58,2020-02-28,@,ORL,L,125,136,112.6,122.5,111,0.253,0.463,0.592,37.9,58.7,9,10.3,,0.574,12.4,12,0.168,,0.602,12.2,73,0.184,58,58,2020-02-28,@,ORL,L,125,136,46,95,0.484,17,44,0.386,16,24,0.667,6,33,27,10,6,15,20
59,59,2020-03-01,,DAL,L,91,111,85.7,104.6,106.2,0.152,0.424,0.431,50.4,52.8,8.5,5.6,,0.429,11,21.9,0.061,,0.527,12,87.8,0.128,59,59,2020-03-01,,DAL,L,91,111,36,99,0.364,13,42,0.31,6,15,0.4,14,57,19,9,3,13,17
60,60,2020-03-03,@,NOP,W,139,134,125.9,121.4,110.4,0.206,0.351,0.657,48.8,57.4,10,3.3,,0.629,13.1,24.4,0.175,,0.59,11.8,71.1,0.16,60,60,2020-03-03,@,NOP,W,139,134,54,97,0.557,14,34,0.412,17,20,0.85,10,42,31,11,2,16,22
61,61,2020-03-04,,CHI,W,115,108,118.3,111.1,97.2,0.309,0.531,0.625,51.8,67.5,5.1,6.3,,0.611,15.6,24.4,0.198,,0.537,9.2,78.6,0.074,61,61,2020-03-04,,CHI,W,115,108,40,81,0.494,19,43,0.442,16,25,0.64,10,43,27,5,4,17,15
62,62,2020-03-06,,ORL,L,118,132,116.6,130.4,101.2,0.204,0.378,0.552,44.4,65.2,5.9,4.8,,0.52,7,20.4,0.163,,0.649,9.3,81.3,0.274,62,62,2020-03-06,,ORL,L,118,132,46,98,0.469,10,37,0.27,16,20,0.8,10,36,30,6,3,8,21
63,63,2020-03-08,,NOP,L,107,120,93.5,104.8,114.5,0.33,0.351,0.497,43.8,54.1,13.1,5.5,,0.436,13.6,17,0.266,,0.55,19.4,76.7,0.233,63,63,2020-03-08,,NOP,L,107,120,37,94,0.394,8,33,0.242,25,31,0.806,9,42,20,15,3,17,23
64,64,2020-03-10,@,HOU,L,111,117,110.5,116.5,100.4,0.277,0.422,0.596,55.4,52.5,9,0,,0.566,16.2,22.2,0.205,,0.606,14.9,86.8,0.25,64,64,2020-03-10,@,HOU,L,111,117,40,83,0.482,14,35,0.4,17,23,0.739,8,41,21,9,0,18,20
Rk NOR,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk NOR,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-22,@,TOR,L,122,130,108.1,115.2,102.2,0.196,0.441,0.551,48.2,69.8,3.5,14.3,,0.515,14.6,28.1,0.167,,0.476,11.8,69.8,0.311,1,1,2019-10-22,@,TOR,L,122,130,43,102,0.422,19,45,0.422,17,20,0.85,16,53,30,4,9,19,34
2,2,2019-10-25,,DAL,L,116,123,112.8,119.6,102.8,0.153,0.418,0.554,49.5,66.7,5.8,5.7,,0.536,11.8,24.5,0.112,,0.559,9.5,75,0.204,2,2,2019-10-25,,DAL,L,116,123,45,98,0.459,15,41,0.366,11,15,0.733,12,48,30,6,3,14,22
3,3,2019-10-26,@,HOU,L,123,126,109.3,111.9,112.6,0.16,0.5,0.575,48.3,58.7,8,4.1,,0.55,13.7,20,0.13,,0.527,15.1,78.6,0.287,3,3,2019-10-26,@,HOU,L,123,126,46,100,0.46,18,50,0.36,13,16,0.813,9,42,27,9,2,17,30
4,4,2019-10-28,,GSW,L,123,134,109.7,119.5,112.1,0.214,0.456,0.546,40.2,75,11.6,10.1,,0.539,11.7,20.8,0.117,,0.558,13.6,61.2,0.173,4,4,2019-10-28,,GSW,L,123,134,48,103,0.466,15,47,0.319,12,22,0.545,11,41,36,13,7,15,20
5,5,2019-10-31,,DEN,W,122,107,118.7,104.1,102.8,0.416,0.429,0.67,51.4,73.2,6.8,6.3,,0.63,14.1,6.3,0.325,,0.522,12.7,87.5,0.157,5,5,2019-10-31,,DEN,W,122,107,41,77,0.532,15,33,0.455,25,32,0.781,2,37,30,7,4,15,21
6,6,2019-11-02,@,OKC,L,104,115,102.7,113.6,101.3,0.234,0.34,0.502,56,62.5,6.9,9.4,,0.484,13.4,32.1,0.138,,0.539,10.7,83,0.2,6,6,2019-11-02,@,OKC,L,104,115,40,94,0.426,11,32,0.344,13,22,0.591,17,56,25,7,5,16,25
7,7,2019-11-04,@,BRK,L,125,135,110.2,119,113.5,0.216,0.33,0.588,46.4,37.5,14.1,9.8,,0.562,16.5,23.3,0.165,,0.62,18.1,70.7,0.228,7,7,2019-11-04,@,BRK,L,125,135,48,97,0.495,13,32,0.406,16,21,0.762,10,39,18,16,5,21,26
8,8,2019-11-08,,TOR,L,104,122,95.4,111.9,109.1,0.212,0.414,0.48,50,52.5,6.4,12,,0.455,14.3,24.6,0.141,,0.543,14.1,79.6,0.226,8,8,2019-11-08,,TOR,L,104,122,40,99,0.404,10,41,0.244,14,21,0.667,14,53,21,7,6,18,23
9,9,2019-11-09,@,CHO,W,115,110,108.5,103.8,106,0.4,0.44,0.652,51.7,62.5,12.3,11.3,,0.627,22.8,23.7,0.28,,0.477,16.9,73.5,0.295,9,9,2019-11-09,@,CHO,W,115,110,40,75,0.533,14,33,0.424,21,30,0.7,9,45,25,13,6,26,28
10,10,2019-11-11,,HOU,L,116,122,107.5,113.1,107.9,0.284,0.474,0.543,49.5,63.4,7.4,6.8,,0.505,13,23.1,0.211,,0.588,14.6,82.9,0.259,10,10,2019-11-11,,HOU,L,116,122,41,95,0.432,14,45,0.311,20,27,0.741,12,46,26,8,3,16,23
11,11,2019-11-14,,LAC,W,132,127,125.9,121.1,104.8,0.296,0.347,0.596,58,55.3,10.5,8.3,,0.571,11.2,36.7,0.204,,0.613,14.1,84.6,0.286,11,11,2019-11-14,,LAC,W,132,127,47,98,0.48,18,34,0.529,20,29,0.69,18,51,26,11,5,14,25
12,12,2019-11-16,@,MIA,L,94,109,99,114.8,95,0.073,0.427,0.555,40.8,62.2,10.5,3.5,,0.549,17.5,16.3,0.049,,0.599,18.7,72.7,0.148,12,12,2019-11-16,@,MIA,L,94,109,37,82,0.451,16,35,0.457,4,6,0.667,7,31,23,10,2,18,16
13,13,2019-11-17,,GSW,W,108,100,110.6,102.4,97.6,0.225,0.517,0.552,52.7,64.9,3.1,7.6,,0.517,11.7,24.4,0.18,,0.445,9,80.4,0.209,13,13,2019-11-17,,GSW,W,108,100,37,89,0.416,18,46,0.391,16,20,0.8,11,48,24,3,5,13,21
14,14,2019-11-19,,POR,W,115,104,114.9,103.9,100.1,0.258,0.387,0.555,52.5,58.5,10,7.9,,0.511,11.2,30.2,0.215,,0.522,14.8,77.1,0.087,14,14,2019-11-19,,POR,W,115,104,41,93,0.441,13,36,0.361,20,24,0.833,16,53,24,10,5,13,15
15,15,2019-11-21,@,PHO,W,124,121,119.7,116.8,103.6,0.25,0.398,0.635,53.7,59.6,7.7,10.9,,0.625,14.8,21.6,0.159,,0.541,12.3,80,0.326,15,15,2019-11-21,@,PHO,W,124,121,47,88,0.534,16,35,0.457,14,22,0.636,8,44,28,8,6,17,25
16,16,2019-11-23,@,UTA,L,120,128,113.3,120.9,105.9,0.198,0.406,0.546,43.7,50,6.6,13,,0.5,8.3,17.6,0.188,,0.604,15,80.6,0.354,16,16,2019-11-23,@,UTA,L,120,128,42,101,0.416,17,41,0.415,19,20,0.95,9,38,21,7,6,10,24
17,17,2019-11-24,@,LAC,L,109,134,109.2,134.2,99.8,0.184,0.418,0.515,44.6,60.5,1,10.9,,0.505,7.8,23.1,0.102,,0.551,5.1,67.3,0.265,17,17,2019-11-24,@,LAC,L,109,134,43,98,0.439,13,41,0.317,10,18,0.556,12,45,26,1,6,9,26
18,18,2019-11-27,,LAL,L,110,114,109.8,113.8,100.1,0.357,0.476,0.566,53.2,58.8,7,6.6,,0.506,16.4,30.2,0.298,,0.565,13.5,80.6,0.212,18,18,2019-11-27,,LAL,L,110,114,34,84,0.405,17,40,0.425,25,30,0.833,13,42,20,7,4,19,23
19,19,2019-11-29,@,OKC,L,104,109,103.8,108.8,100.2,0.241,0.437,0.54,51.2,48.7,8,5.4,,0.511,11.9,16.3,0.172,,0.55,10.2,86,0.111,19,19,2019-11-29,@,OKC,L,104,109,39,87,0.448,11,38,0.289,15,21,0.714,7,44,19,8,3,13,12
20,20,2019-12-01,,OKC,L,104,107,106.3,109.4,97.8,0.115,0.437,0.569,46.6,56.4,6.1,14.6,,0.546,10.7,6.7,0.103,,0.537,10.6,88.4,0.247,20,20,2019-12-01,,OKC,L,104,107,39,87,0.448,17,38,0.447,9,10,0.9,3,41,22,6,7,11,22
21,21,2019-12-03,,DAL,L,97,118,98,119.3,98.9,0.16,0.436,0.482,48,52.6,4,9.3,,0.463,9.9,18,0.106,,0.54,9.1,79.2,0.261,21,21,2019-12-03,,DAL,L,97,118,38,94,0.404,11,41,0.268,10,15,0.667,9,47,20,4,4,11,19
22,22,2019-12-05,,PHO,L,132,139,114.8,120.8,104.2,0.402,0.471,0.645,44,61.4,11.3,12.9,,0.603,18.3,15.8,0.31,,0.538,13.2,64.2,0.236,22,22,2019-12-05,,PHO,L,132,139,44,87,0.506,17,41,0.415,27,35,0.771,6,40,27,13,9,23,29
23,23,2019-12-07,@,DAL,L,84,130,82.8,128.2,101.4,0.236,0.36,0.428,38.2,53.1,3.9,4.2,,0.376,12.5,14.5,0.191,,0.61,10.7,76.5,0.291,23,23,2019-12-07,@,DAL,L,84,130,32,89,0.36,3,32,0.094,17,21,0.81,8,34,17,4,2,14,23
24,24,2019-12-09,,DET,L,103,105,101.9,103.9,101,0.242,0.418,0.512,49.5,60,5.9,2,,0.484,10.6,21.7,0.165,,0.488,15.7,77.8,0.259,24,24,2019-12-09,,DET,L,103,105,40,91,0.44,8,38,0.211,15,22,0.682,10,45,24,6,1,12,22
25,25,2019-12-11,@,MIL,L,112,127,104.4,118.4,107.2,0.25,0.511,0.573,49.4,74.4,7.5,9.3,,0.534,17.7,15.6,0.205,,0.64,12.6,87.5,0.086,25,25,2019-12-11,@,MIL,L,112,127,39,88,0.443,16,45,0.356,18,22,0.818,7,42,29,8,5,21,17
26,26,2019-12-13,@,PHI,L,109,116,110.3,117.4,98.8,0.398,0.273,0.527,48.9,63.2,5.1,3,,0.483,8,24,0.273,,0.534,8.1,78.6,0.264,26,26,2019-12-13,@,PHI,L,109,116,38,88,0.432,9,24,0.375,24,35,0.686,12,45,24,5,2,9,29
27,27,2019-12-15,,ORL,L,119,130,121,132.1,98.4,0.136,0.489,0.638,50.6,72.3,6.1,12.7,,0.642,15.4,26.2,0.068,,0.612,8.2,78.4,0.236,27,27,2019-12-15,,ORL,L,119,130,47,88,0.534,19,43,0.442,6,12,0.5,11,40,34,6,7,17,21
28,28,2019-12-17,,BRK,L,101,108,94.1,100.7,97.2,0.224,0.374,0.43,51.8,54.1,2.8,15.8,,0.397,6.4,25,0.15,,0.474,9.4,87.5,0.177,28,28,2019-12-17,,BRK,L,101,108,37,107,0.346,11,40,0.275,16,24,0.667,16,58,20,3,9,8,19
29,29,2019-12-18,@,MIN,W,107,99,106.9,98.9,100.1,0.244,0.384,0.562,56.1,60.5,6,7.1,,0.523,15.1,26.2,0.198,,0.432,8.6,78.6,0.179,29,29,2019-12-18,@,MIN,W,107,99,38,86,0.442,14,33,0.424,17,21,0.81,11,55,23,6,4,17,19
30,30,2019-12-20,@,GSW,L,102,106,100.5,104.4,101.5,0.247,0.366,0.495,50.5,59,7.9,10,,0.468,14.2,26,0.161,,0.494,15.3,77.8,0.289,30,30,2019-12-20,@,GSW,L,102,106,39,93,0.419,9,34,0.265,15,23,0.652,13,48,23,8,5,17,19
31,31,2019-12-23,@,POR,W,102,94,103.6,95.5,98.5,0.172,0.376,0.51,53.4,60.5,6.1,9.7,,0.489,10.7,24.5,0.118,,0.429,10,84,0.176,31,31,2019-12-23,@,POR,W,102,94,38,93,0.409,15,35,0.429,11,16,0.688,13,55,23,6,6,12,19
32,32,2019-12-25,@,DEN,W,112,100,117.2,104.7,95.5,0.133,0.478,0.588,56.5,56.1,9.4,9.1,,0.556,15.9,34.1,0.133,,0.467,10.7,74.5,0.152,32,32,2019-12-25,@,DEN,W,112,100,41,90,0.456,18,43,0.419,12,12,1,14,52,23,9,5,18,14
33,33,2019-12-28,,IND,W,120,98,119.3,97.4,100.6,0.215,0.452,0.589,51.6,58.1,8.9,3.5,,0.559,10.5,24.4,0.172,,0.424,15.5,76,0.306,33,33,2019-12-28,,IND,W,120,98,43,93,0.462,18,42,0.429,16,20,0.8,11,49,25,9,2,12,18
34,34,2019-12-29,,HOU,W,127,112,128.8,113.5,98.6,0.127,0.431,0.589,52.9,64,9.1,9.5,,0.578,7.7,29.8,0.088,,0.611,15.9,80,0.16,34,34,2019-12-29,,HOU,W,127,112,50,102,0.49,18,44,0.409,9,13,0.692,14,46,32,9,4,9,17
